,Word,Pronunciation
48085,thrombosis,"['θɹɑmboʊsəs', 'θɹɒmboʊsəs']"
48086,throne,['θɹoʊn']
48087,throng,['θɹɔŋ']
48088,throngs,['θɹɔŋz']
48089,throttle,"['θɹɑtəl', 'θɹɒtəl']"
48090,throttled,"['θɹɑtəld', 'θɹɒtəld']"
48091,throttles,"['θɹɑtəlz', 'θɹɒtəlz']"
48092,throttling,"['θɹɑtəlɪŋ', 'θɹɒtəlɪŋ']"
48093,throttling,"['θɹɑtlɪŋ', 'θɹɒtlɪŋ']"
48094,through,['θɹu']
48095,throughout,['θɹuaʊt']
48096,throughput,['θɹupʊt']
48097,throughway,['θɹuweɪ']
48098,throw,['θɹoʊ']
48099,throwaway,['θɹoʊəweɪ']
48100,throwback,['θɹoʊbæk']
48101,thrower,"['θɹoʊɝ', 'θɹoʊɚ']"
48102,throwers,"['θɹoʊɝz', 'θɹoʊɚz']"
48103,throwing,['θɹoʊɪŋ']
48104,thrown,['θɹoʊn']
48105,throws,['θɹoʊz']
48106,thru,['θɹu']
48107,thrush,['θɹʌʃ']
48108,thrust,['θɹʌst']
48109,thruster,"['θɹʌstɝ', 'θɹʌstɚ']"
48110,thrusters,"['θɹʌstɝz', 'θɹʌstɚz']"
48111,thrusting,['θɹʌstɪŋ']
48112,thrusts,['θɹʌsts']
48113,thruway,['θɹuweɪ']
48114,thud,['θʌd']
48115,thug,['θʌɡ']
48116,thuggery,"['θʌɡɝi', 'θʌɡɚi']"
48117,thugs,['θʌɡz']
48118,thumb,['θʌm']
48119,thumbed,['θʌmd']
48120,thumbing,['θʌmɪŋ']
48121,thumbnail,['θʌmneɪl']
48122,thumbs,['θʌmz']
48123,thump,['θʌmp']
48124,thumped,['θʌmpt']
48125,thumper,"['θʌmpɝ', 'θʌmpɚ']"
48126,thumping,['θʌmpɪŋ']
48127,thumps,['θʌmps']
48128,thunder,"['θʌndɝ', 'θʌndɚ']"
48129,thunderbird,"['θʌndɝbɝd', 'θʌndɝbɚd', 'θʌndɚbɝd', 'θʌndɚbɚd']"
48130,thunderbolt,"['θʌndɝbɔlt', 'θʌndɚbɔlt']"
48131,thundered,"['θʌndɝd', 'θʌndɚd']"
48132,thundering,"['θʌndɝɪŋ', 'θʌndɚɪŋ']"
48133,thunderous,"['θʌndɝəs', 'θʌndɚəs']"
48134,thunders,"['θʌndɝz', 'θʌndɚz']"
48135,thundershower,"['θʌndɝʃaʊwɝ', 'θʌndɝʃaʊwɚ', 'θʌndɚʃaʊwɝ', 'θʌndɚʃaʊwɚ']"
48136,thundershowers,"['θʌndɝʃaʊwɝz', 'θʌndɝʃaʊwɚz', 'θʌndɚʃaʊwɝz', 'θʌndɚʃaʊwɚz']"
48137,thunderstorm,"['θʌndɝstɔɹm', 'θʌndɚstɔɹm']"
48138,thunderstorms,"['θʌndɝstɔɹmz', 'θʌndɚstɔɹmz']"
48139,thunderstruck,"['θʌndɝstɹək', 'θʌndɚstɹək']"
48140,thursday,"['θɝzdeɪ', 'θɚzdeɪ']"
48141,thursday,"['θɝzdi', 'θɚzdi']"
48142,thursdays,"['θɝzdeɪz', 'θɚzdeɪz']"
48143,thursdays,"['θɝzdiz', 'θɚzdiz']"
48144,thus,['ðʌs']
48145,thusly,['ðʌsli']
48146,thwart,['θwɔɹt']
48147,thwarted,['θwɔɹtəd']
48148,thwarted,['θwɔɹtɪd']
48149,thwarting,['θwɔɹtɪŋ']
48150,thy,['ðaɪ']
48151,thyme,['θaɪm']
48152,thyroid,['θaɪɹɔɪd']
48153,thyself,['ðaɪsɛlf']
48154,ti,['ti']
48155,tiara,"['tiɑɹə', 'tiɒɹə']"
48156,tiaras,"['tiɑɹəz', 'tiɒɹəz']"
48157,tibby,['tɪbi']
48158,tiber,"['taɪbɝ', 'taɪbɚ']"
48159,tibet,['təbɛt']
48160,tibetan,['tɪbɛtən']
48161,tibetans,['təbɛtənz']
48162,tibia,['tɪbiə']
48163,tibia,['tɪbjə']
48164,tic,['tɪk']
48165,tick,['tɪk']
48166,ticked,['tɪkt']
48167,ticker,"['tɪkɝ', 'tɪkɚ']"
48168,ticket,['tɪkət']
48169,ticket,['tɪkɪt']
48170,ticketed,['tɪkətɪd']
48171,ticketing,['tɪkətɪŋ']
48172,tickets,['tɪkəts']
48173,tickets,['tɪkɪts']
48174,ticking,['tɪkɪŋ']
48175,tickle,['tɪkəl']
48176,tickled,['tɪkəld']
48177,tickles,['tɪkəlz']
48178,ticklish,['tɪkəlɪʃ']
48179,ticks,['tɪks']
48180,tics,['tɪks']
48181,tidal,['taɪdəl']
48182,tidbit,['tɪdbɪt']
48183,tidbits,['tɪdbɪts']
48184,tiddly,['tɪdli']
48185,tiddlywinks,['tɪdlɪwɪŋks']
48186,tiddlywinks,['tɪdliwɪŋks']
48187,tide,['taɪd']
48188,tides,['taɪdz']
48189,tidewater,"['taɪdwɔtɝ', 'taɪdwɔtɚ']"
48190,tidings,['taɪdɪŋz']
48191,tidy,['taɪdi']
48192,tie,['taɪ']
48193,tied,['taɪd']
48194,tieing,['taɪɪŋ']
48195,tien,['tjɛn']
48196,tier,['tiɹ']
48197,tierce,['tiɹs']
48198,tiered,['tiɹd']
48199,tiers,['tiɹz']
48200,ties,['taɪz']
48201,tiff,['tɪf']
48202,tiffany,['tɪfəni']
48203,tiffin,['tɪfɪn']
48204,tift,['tɪft']
48205,tig,['tɪɡ']
48206,tiger,"['taɪɡɝ', 'taɪɡɚ']"
48207,tigers,"['taɪɡɝz', 'taɪɡɚz']"
48208,tight,['taɪt']
48209,tighten,['taɪtən']
48210,tightened,['taɪtənd']
48211,tightening,['taɪtənɪŋ']
48212,tightening,['taɪtnɪŋ']
48213,tightenings,['taɪtənɪŋz']
48214,tightenings,['taɪtnɪŋz']
48215,tightens,['taɪtənz']
48216,tighter,"['taɪtɝ', 'taɪtɚ']"
48217,tightest,['taɪtəst']
48218,tightfisted,['taɪtfɪstɪd']
48219,tightly,['taɪtli']
48220,tightness,['taɪtnəs']
48221,tightrope,['taɪtɹoʊp']
48222,tights,['taɪts']
48223,tightwad,"['taɪtwɑd', 'taɪtwɒd']"
48224,tigris,['taɪɡɹəs']
48225,tike,['taɪk']
48226,tikes,['taɪks']
48227,tiki,['tiki']
48228,til,['tɪl']
48229,tilbury,['tɪlbɛɹi']
48230,tilden,['tɪldən']
48231,tile,['taɪl']
48232,tiled,['taɪld']
48233,tiles,['taɪlz']
48234,till,['tɪl']
48235,tiller,"['tɪlɝ', 'tɪlɚ']"
48236,tilling,['tɪlɪŋ']
48237,tillman,['tɪlmən']
48238,tilly,['tɪli']
48239,tilt,['tɪlt']
48240,tilted,['tɪltəd']
48241,tilted,['tɪltɪd']
48242,tilting,['tɪltɪŋ']
48243,tilts,['tɪlts']
48244,tim,['tɪm']
48245,timber,"['tɪmbɝ', 'tɪmbɚ']"
48246,timberland,"['tɪmbɝlænd', 'tɪmbɚlænd']"
48247,timberlands,"['tɪmbɝlændz', 'tɪmbɚlændz']"
48248,timberline,"['tɪmbɝlaɪn', 'tɪmbɚlaɪn']"
48249,timbers,"['tɪmbɝz', 'tɪmbɚz']"
48250,timbre,"['tɪmbɝ', 'tɪmbɚ']"
48251,time,['taɪm']
48252,timed,['taɪmd']
48253,timeless,['taɪmləs']
48254,timeliness,['taɪmlinəs']
48255,timely,['taɪmli']
48256,timeout,['taɪmaʊt']
48257,timepiece,['taɪmpis']
48258,timer,"['taɪmɝ', 'taɪmɚ']"
48259,timers,"['taɪmɝz', 'taɪmɚz']"
48260,times,['taɪmz']
48261,timeshare,['taɪmʃɛɹ']
48262,timetable,['taɪmteɪbəl']
48263,timetables,['taɪmteɪbəlz']
48264,timid,['tɪmɪd']
48265,timidity,['təmɪdəti']
48266,timidly,['tɪmədli']
48267,timing,['taɪmɪŋ']
48268,timmer,"['tɪmɝ', 'tɪmɚ']"
48269,timon,['taɪmən']
48270,timor,['timɔɹ']
48271,timothy,['tɪməθi']
48272,timpani,['tɪmpəni']
48273,tin,['tɪn']
48274,tincture,"['tɪŋktʃɝ', 'tɪŋktʃɚ']"
48275,tinder,"['tɪndɝ', 'tɪndɚ']"
48276,tinderbox,"['tɪndɝbɑks', 'tɪndɝbɒks', 'tɪndɚbɑks', 'tɪndɚbɒks']"
48277,tine,['taɪn']
48278,tines,['taɪnz']
48279,ting,['tɪŋ']
48280,tinge,['tɪndʒ']
48281,tinged,['tɪŋd']
48282,tingle,['tɪŋɡəl']
48283,tingler,"['tɪŋɡəlɝ', 'tɪŋɡəlɚ']"
48284,tingler,"['tɪŋɡlɝ', 'tɪŋɡlɚ']"
48285,tingling,['tɪŋɡəlɪŋ']
48286,tingling,['tɪŋɡlɪŋ']
48287,tinier,"['taɪniɝ', 'taɪniɚ']"
48288,tiniest,['taɪniəst']
48289,tinker,"['tɪŋkɝ', 'tɪŋkɚ']"
48290,tinkered,"['tɪŋkɝd', 'tɪŋkɚd']"
48291,tinkerer,"['tɪŋkɝɝ', 'tɪŋkɝɚ', 'tɪŋkɚɝ', 'tɪŋkɚɚ']"
48292,tinkering,"['tɪŋkɝɪŋ', 'tɪŋkɚɪŋ']"
48293,tinkering,['tɪŋkɹɪŋ']
48294,tinkle,['tɪŋkəl']
48295,tinkled,['tɪŋkəld']
48296,tinkler,"['tɪŋkəlɝ', 'tɪŋkəlɚ']"
48297,tinkler,"['tɪŋklɝ', 'tɪŋklɚ']"
48298,tinkling,['tɪŋkəlɪŋ']
48299,tinkling,['tɪŋklɪŋ']
48300,tinman,['tɪnmæn']
48301,tinny,['tɪni']
48302,tins,['tɪnz']
48303,tinsel,['tɪnsəl']
48304,tint,['tɪnt']
48305,tinted,['tɪntɪd']
48306,tints,['tɪnts']
48307,tintype,['tɪntaɪp']
48308,tiny,['taɪni']
48309,tip,['tɪp']
48310,tipoff,['tɪpɔf']
48311,tipped,['tɪpt']
48312,tipper,"['tɪpɝ', 'tɪpɚ']"
48313,tippers,"['tɪpɝz', 'tɪpɚz']"
48314,tippet,['tɪpət']
48315,tippets,['tɪpɪts']
48316,tipping,['tɪpɪŋ']
48317,tipple,['tɪpəl']
48318,tippy,['tɪpi']
48319,tips,['tɪps']
48320,tipster,"['tɪpstɝ', 'tɪpstɚ']"
48321,tipsy,['tɪpsi']
48322,tiptoe,['tɪptoʊ']
48323,tiptoed,['tɪptoʊd']
48324,tiptoeing,['tɪptoʊɪŋ']
48325,tirade,['taɪɹeɪd']
48326,tirades,['taɪɹeɪdz']
48327,tire,"['taɪɝ', 'taɪɚ']"
48328,tired,"['taɪɝd', 'taɪɚd']"
48329,tiredness,"['taɪɝdnɪs', 'taɪɚdnɪs']"
48330,tireless,"['taɪɝləs', 'taɪɚləs']"
48331,tirelessly,['taɪɹləsli']
48332,tires,"['taɪɝz', 'taɪɚz']"
48333,tiresome,"['taɪɝsəm', 'taɪɚsəm']"
48334,tiring,['taɪɹɪŋ']
48335,tiros,['taɪɹoʊz']
48336,tis,['tɪz']
48337,tissue,['tɪsju']
48338,tissue,['tɪʃu']
48339,tissues,['tɪsjuz']
48340,tissues,['tɪʃuz']
48341,tit,['tɪt']
48342,titan,['taɪtən']
48343,titania,"['tətɑnjə', 'tətɒnjə']"
48344,titanic,['taɪtænɪk']
48345,titanium,['taɪteɪniəm']
48346,titans,['taɪtənz']
48347,tithe,['taɪð']
48348,tithing,['taɪðɪŋ']
48349,titian,['tɪʃən']
48350,titillate,['tɪtəleɪt']
48351,titillated,['tɪtəleɪtɪd']
48352,titillating,['tɪtəleɪtɪŋ']
48353,titillation,['tɪtɪleɪʃən']
48354,title,['taɪtəl']
48355,titled,['taɪtəld']
48356,titles,['taɪtəlz']
48357,tits,['tɪts']
48358,titter,"['tɪtɝ', 'tɪtɚ']"
48359,tittle,['tɪtəl']
48360,titular,"['tɪtʃəlɝ', 'tɪtʃəlɚ']"
48361,tivoli,['tɪvəli']
48362,tizzy,['tɪzi']
48363,tlingit,['tliŋɡɪt']
48364,to,['tu']
48365,to,['tɪ']
48366,to,['tə']
48367,toa,"['toʊɑ', 'toʊɒ']"
48368,toad,['toʊd']
48369,toads,['toʊdz']
48370,toast,['toʊst']
48371,toasted,['toʊstɪd']
48372,toaster,"['toʊstɝ', 'toʊstɚ']"
48373,toasters,"['toʊstɝz', 'toʊstɚz']"
48374,toasting,['toʊstɪŋ']
48375,toastmaster,"['toʊstmæstɝ', 'toʊstmæstɚ']"
48376,toasts,['toʊsts']
48377,tobacco,['təbækoʊ']
48378,tobaccos,['təbækoʊz']
48379,tobe,['toʊb']
48380,toboggan,"['təbɑɡən', 'təbɒɡən']"
48381,toboggans,"['təbɑɡənz', 'təbɒɡənz']"
48382,toby,['toʊbi']
48383,tock,"['tɑk', 'tɒk']"
48384,tod,"['tɑd', 'tɒd']"
48385,today,['tədeɪ']
48386,today,['tudeɪ']
48387,todays,['tədeɪz']
48388,todays,['tudeɪz']
48389,toddle,"['tɑdəl', 'tɒdəl']"
48390,toddler,"['tɑdlɝ', 'tɑdlɚ', 'tɒdlɝ', 'tɒdlɚ']"
48391,toddlers,"['tɑdlɝz', 'tɑdlɚz', 'tɒdlɝz', 'tɒdlɚz']"
48392,toddling,"['tɑdlɪŋ', 'tɒdlɪŋ']"
48393,toe,['toʊ']
48394,toed,['toʊd']
48395,toehold,['toʊhoʊld']
48396,toeing,['toʊɪŋ']
48397,toenail,['toʊneɪl']
48398,toenails,['toʊneɪlz']
48399,toes,['toʊz']
48400,toff,['tɔf']
48401,toffee,"['tɑfi', 'tɒfi']"
48402,tofu,['toʊfu']
48403,toga,['toʊɡə']
48404,together,"['təɡɛðɝ', 'təɡɛðɚ']"
48405,togetherness,"['təɡɛðɝnəs', 'təɡɛðɚnəs']"
48406,togethers,"['təɡɛðɝz', 'təɡɛðɚz']"
48407,toggle,"['tɑɡəl', 'tɒɡəl']"
48408,togo,['toʊɡoʊ']
48409,togs,"['tɑɡz', 'tɒɡz']"
48410,toil,['tɔɪl']
48411,toiled,['tɔɪld']
48412,toilet,['tɔɪlət']
48413,toiletries,['tɔɪlətɹiz']
48414,toiletry,['tɔɪlətɹi']
48415,toilets,['tɔɪləts']
48416,toiling,['tɔɪlɪŋ']
48417,toils,['tɔɪlz']
48418,toity,['tɔɪti']
48419,token,['toʊkən']
48420,tokens,['toʊkənz']
48421,tokyo,['toʊkioʊ']
48422,tol,['tɔl']
48423,tolan,['toʊlən']
48424,told,['toʊld']
48425,tole,['toʊl']
48426,toledo,['təlidoʊ']
48427,tolerable,"['tɑlɝəbəl', 'tɑlɚəbəl', 'tɒlɝəbəl', 'tɒlɚəbəl']"
48428,tolerance,"['tɑlɝəns', 'tɑlɚəns', 'tɒlɝəns', 'tɒlɚəns']"
48429,tolerances,"['tɑlɝənsɪz', 'tɑlɚənsɪz', 'tɒlɝənsɪz', 'tɒlɚənsɪz']"
48430,tolerant,"['tɑlɝənt', 'tɑlɚənt', 'tɒlɝənt', 'tɒlɚənt']"
48431,tolerate,"['tɑlɝeɪt', 'tɑlɚeɪt', 'tɒlɝeɪt', 'tɒlɚeɪt']"
48432,tolerated,"['tɑlɝeɪtəd', 'tɑlɚeɪtəd', 'tɒlɝeɪtəd', 'tɒlɚeɪtəd']"
48433,tolerates,"['tɔlɝeɪts', 'tɔlɚeɪts']"
48434,tolerating,"['tɑlɝeɪtɪŋ', 'tɑlɚeɪtɪŋ', 'tɒlɝeɪtɪŋ', 'tɒlɚeɪtɪŋ']"
48435,toll,['toʊl']
48436,tollbooth,['toʊlbuθ']
48437,tolled,['toʊld']
48438,toller,"['toʊlɝ', 'toʊlɚ']"
48439,tolling,['toʊlɪŋ']
48440,tolls,['toʊlz']
48441,tolstoy,['toʊlstɔɪ']
48442,tom,"['tɑm', 'tɒm']"
48443,tomahawk,"['tɑməhɔk', 'tɒməhɔk']"
48444,tomahawks,"['tɑməhɔks', 'tɒməhɔks']"
48445,tomato,['təmeɪtoʊ']
48446,tomato,"['təmɑtoʊ', 'təmɒtoʊ']"
48447,tomatoes,['təmeɪtoʊz']
48448,tomatoes,"['təmɑtoʊz', 'təmɒtoʊz']"
48449,tomb,['tum']
48450,tomboy,"['tɑmbɔɪ', 'tɒmbɔɪ']"
48451,tombs,['tumz']
48452,tombstone,['tumstoʊn']
48453,tombstones,['tumstoʊnz']
48454,tomcat,"['tɑmkæt', 'tɒmkæt']"
48455,tome,['toʊm']
48456,tomes,['toʊmz']
48457,tomkin,"['tɑmkɪn', 'tɒmkɪn']"
48458,tommy,"['tɑmi', 'tɒmi']"
48459,tomographic,['toʊmoʊɡɹæfɪk']
48460,tomography,['toʊmoʊɡɹæfi']
48461,tomorrow,"['təmɑɹoʊ', 'təmɒɹoʊ']"
48462,tomorrow,"['tumɑɹoʊ', 'tumɒɹoʊ']"
48463,tomorrows,"['təmɑɹoʊz', 'təmɒɹoʊz']"
48464,tomorrows,"['tumɑɹoʊz', 'tumɒɹoʊz']"
48465,toms,"['tɑmz', 'tɒmz']"
48466,ton,['tʌn']
48467,tonal,['toʊnəl']
48468,tonality,['toʊnæləti']
48469,tone,['toʊn']
48470,toned,['toʊnd']
48471,toner,"['toʊnɝ', 'toʊnɚ']"
48472,tones,['toʊnz']
48473,tong,['tɔŋ']
48474,tonga,"['tɑnɡə', 'tɒnɡə']"
48475,tongs,"['tɑŋz', 'tɒŋz']"
48476,tongs,['tɔŋz']
48477,tongue,['tʌŋ']
48478,tongued,['tʌŋd']
48479,tongues,['tʌŋz']
48480,tonic,"['tɑnɪk', 'tɒnɪk']"
48481,tonics,"['tɑnɪks', 'tɒnɪks']"
48482,toniest,['toʊnist']
48483,tonight,['tənaɪt']
48484,tonight,['tunaɪt']
48485,toning,['toʊnɪŋ']
48486,tonite,['tənaɪt']
48487,tonk,['tɔŋk']
48488,tonka,"['tɑŋkə', 'tɒŋkə']"
48489,tonkin,"['tɑŋkɪn', 'tɒŋkɪn']"
48490,tonnage,['tʌnədʒ']
48491,tonnage,['tʌnɪdʒ']
48492,tonne,['tʌn']
48493,tonnes,['tʌnz']
48494,tons,['tʌnz']
48495,tonsil,"['tɑnsɪl', 'tɒnsɪl']"
48496,tonsillectomies,"['tɑnsɪlɛktəmiz', 'tɒnsɪlɛktəmiz']"
48497,tonsillectomy,"['tɑnsɪlɛktəmi', 'tɒnsɪlɛktəmi']"
48498,tonsils,"['tɑnsəlz', 'tɒnsəlz']"
48499,tony,['toʊni']
48500,too,['tu']
48501,took,['tʊk']
48502,tool,['tul']
48503,toolbox,['tulbɔks']
48504,tooled,['tuld']
48505,tooling,['tulɪŋ']
48506,tools,['tulz']
48507,toon,['tun']
48508,toot,['tut']
48509,tooth,['tuθ']
48510,toothbrush,['tuθbɹəʃ']
48511,toothbrushes,['tuθbɹəʃɪz']
48512,toothless,['tuθləs']
48513,toothpaste,['tuθpeɪst']
48514,toothpastes,['tuθpeɪsts']
48515,toothpick,['tuθpɪk']
48516,toothpicks,['tuθpɪks']
48517,toothy,['tuθi']
48518,toots,['tuts']
48519,toots,['tʊts']
48520,tootsie,['tutsi']
48521,tootsie,['tʊtsi']
48522,top,"['tɑp', 'tɒp']"
48523,top,['tɔp']
48524,topaz,['toʊpæz']
48525,topeka,"['təpikɑ', 'təpikɒ']"
48526,topeka,"['toʊpikɑ', 'toʊpikɒ']"
48527,topiary,['toʊpiɛɹi']
48528,topic,"['tɑpɪk', 'tɒpɪk']"
48529,topical,"['tɑpəkəl', 'tɒpəkəl']"
48530,topical,"['tɑpɪkəl', 'tɒpɪkəl']"
48531,topics,"['tɑpɪks', 'tɒpɪks']"
48532,topknot,"['tɑpnɑt', 'tɑpnɒt', 'tɒpnɑt', 'tɒpnɒt']"
48533,topless,"['tɑpləs', 'tɒpləs']"
48534,topographic,"['tɑpəɡɹæfɪk', 'tɒpəɡɹæfɪk']"
48535,topography,"['təpɑɡɹəfi', 'təpɒɡɹəfi']"
48536,topped,"['tɑpt', 'tɒpt']"
48537,topper,"['tɑpɝ', 'tɑpɚ', 'tɒpɝ', 'tɒpɚ']"
48538,toppers,"['tɑpɝz', 'tɑpɚz', 'tɒpɝz', 'tɒpɚz']"
48539,topping,"['tɑpɪŋ', 'tɒpɪŋ']"
48540,toppings,"['tɑpɪŋz', 'tɒpɪŋz']"
48541,topple,"['tɑpəl', 'tɒpəl']"
48542,toppled,"['tɑpəld', 'tɒpəld']"
48543,topples,"['tɑpəlz', 'tɒpəlz']"
48544,toppling,"['tɑpəlɪŋ', 'tɒpəlɪŋ']"
48545,toppling,"['tɑplɪŋ', 'tɒplɪŋ']"
48546,tops,"['tɑps', 'tɒps']"
48547,topsoil,"['tɑpsɔɪl', 'tɒpsɔɪl']"
48548,topsy,"['tɑpsi', 'tɒpsi']"
48549,tor,['tɔɹ']
48550,torah,['tɔɹə']
48551,torch,['tɔɹtʃ']
48552,torched,['tɔɹtʃt']
48553,torches,['tɔɹtʃɪz']
48554,torching,['tɔɹtʃɪŋ']
48555,tore,['tɔɹ']
48556,tori,['tɔɹi']
48557,tories,['tɔɹiz']
48558,torment,['tɔɹmɛnt']
48559,torment,['tɔɹmɛnt']
48560,tormented,['tɔɹmɛntɪd']
48561,tormenting,['tɔɹmɛntɪŋ']
48562,tormentor,"['tɔɹmɛntɝ', 'tɔɹmɛntɚ']"
48563,tormentors,"['tɔɹmɛntɝz', 'tɔɹmɛntɚz']"
48564,torments,['tɔɹmɛnts']
48565,torn,['tɔɹn']
48566,tornado,['tɔɹneɪdoʊ']
48567,tornadoes,['tɔɹneɪdoʊz']
48568,toro,['tɔɹoʊ']
48569,toronto,"['tɝɑntoʊ', 'tɝɒntoʊ', 'tɚɑntoʊ', 'tɚɒntoʊ']"
48570,toronto,"['tɔɹɑntoʊ', 'tɔɹɒntoʊ']"
48571,torpedo,['tɔɹpidoʊ']
48572,torpedoed,['tɔɹpidoʊd']
48573,torpedoes,['tɔɹpidoʊz']
48574,torpid,['tɔɹpəd']
48575,torpor,"['tɔɹpɝ', 'tɔɹpɚ']"
48576,torque,['tɔɹk']
48577,torrent,['tɔɹənt']
48578,torrential,['tɔɹɛnʃəl']
48579,torrents,['tɔɹənts']
48580,torrid,['tɔɹəd']
48581,torsion,['tɔɹʃən']
48582,torso,['tɔɹsoʊ']
48583,torsos,['tɔɹsoʊz']
48584,tort,['tɔɹt']
48585,torte,['tɔɹt']
48586,tortilla,['tɔɹtiə']
48587,tortillas,['tɔɹtiəz']
48588,tortoise,['tɔɹtəs']
48589,tortoises,['tɔɹtəsəz']
48590,torts,['tɔɹts']
48591,tortuous,['tɔɹtʃəwəs']
48592,torture,"['tɔɹtʃɝ', 'tɔɹtʃɚ']"
48593,tortured,"['tɔɹtʃɝd', 'tɔɹtʃɚd']"
48594,torturer,"['tɔɹtʃɝɝ', 'tɔɹtʃɝɚ', 'tɔɹtʃɚɝ', 'tɔɹtʃɚɚ']"
48595,torturers,"['tɔɹtʃɝɝz', 'tɔɹtʃɝɚz', 'tɔɹtʃɚɝz', 'tɔɹtʃɚɚz']"
48596,tortures,"['tɔɹtʃɝz', 'tɔɹtʃɚz']"
48597,torturing,"['tɔɹtʃɝɪŋ', 'tɔɹtʃɚɪŋ']"
48598,torturous,['tɔɹtʃuəs']
48599,toru,['tɔɹu']
48600,tory,['tɔɹi']
48601,tosca,['tɔskə']
48602,tosh,"['tɑʃ', 'tɒʃ']"
48603,toss,['tɔs']
48604,tossed,['tɔst']
48605,tosses,['tɔsɪz']
48606,tossing,['tɔsɪŋ']
48607,tot,"['tɑt', 'tɒt']"
48608,total,['toʊtəl']
48609,totaled,['toʊtəld']
48610,totaling,['toʊtəlɪŋ']
48611,totalitarian,['toʊtælɪtɛɹiən']
48612,totalitarianism,['toʊtælətɛɹiənɪzəm']
48613,totality,['toʊtæləti']
48614,totalled,['toʊtəld']
48615,totalling,['toʊtəlɪŋ']
48616,totally,['toʊtəli']
48617,totals,['toʊtəlz']
48618,tote,['toʊt']
48619,toted,['toʊtɪd']
48620,totem,['toʊtəm']
48621,totems,['toʊtəmz']
48622,totes,['toʊts']
48623,toting,['toʊtɪŋ']
48624,toto,['toʊtoʊ']
48625,tots,"['tɑts', 'tɒts']"
48626,totten,"['tɑtən', 'tɒtən']"
48627,totter,"['tɑtɝ', 'tɑtɚ', 'tɒtɝ', 'tɒtɚ']"
48628,tottering,"['tɑtɝɪŋ', 'tɑtɚɪŋ', 'tɒtɝɪŋ', 'tɒtɚɪŋ']"
48629,totty,"['tɑti', 'tɒti']"
48630,touch,['tʌtʃ']
48631,touchdown,['tʌtʃdaʊn']
48632,touchdowns,['tʌtʃdaʊnz']
48633,touche,['tuʃ']
48634,touche,['tuʃeɪ']
48635,touched,['tʌtʃt']
48636,touches,['tʌtʃəz']
48637,touches,['tʌtʃɪz']
48638,touching,['tʌtʃɪŋ']
48639,touchstone,['tʌtʃstoʊn']
48640,touchy,['tʌtʃi']
48641,tough,['tʌf']
48642,toughed,['tʌft']
48643,toughen,['tʌfən']
48644,toughened,['tʌfənd']
48645,toughening,['tʌfənɪŋ']
48646,toughens,['tʌfənz']
48647,tougher,"['tʌfɝ', 'tʌfɚ']"
48648,toughest,['tʌfəst']
48649,toughie,['tʌfi']
48650,toughness,['tʌfnəs']
48651,toughs,['tʌfs']
48652,toupee,['tupeɪ']
48653,tour,['tʊɹ']
48654,toured,['tʊɹd']
48655,tourette,"['tɝɛt', 'tɚɛt']"
48656,touring,['tʊɹɪŋ']
48657,tourism,['tʊɹɪzəm']
48658,tourist,['tʊɹəst']
48659,tourist,['tʊɹɪst']
48660,tourists,['tʊɹəsts']
48661,tourists,['tʊɹɪsts']
48662,tournament,['tʊɹnəmənt']
48663,tournaments,"['tɝnəmənts', 'tɚnəmənts']"
48664,tournedos,['tʊɹnədoʊ']
48665,tourney,"['tɝni', 'tɚni']"
48666,tourniquet,"['tɝnɪkɪt', 'tɚnɪkɪt']"
48667,tours,['tʊɹz']
48668,tours,['tɔɹz']
48669,tout,['taʊt']
48670,touted,['taʊtɪd']
48671,touting,['taʊtɪŋ']
48672,touts,['taʊts']
48673,tov,['toʊv']
48674,tovar,"['toʊvɑɹ', 'toʊvɒɹ']"
48675,tow,['toʊ']
48676,toward,['təwɔɹd']
48677,toward,['tɔɹd']
48678,towards,['təwɔɹdz']
48679,towards,['tɔɹdz']
48680,towed,['toʊd']
48681,towel,['taʊəl']
48682,towel,['taʊl']
48683,toweling,['taʊəlɪŋ']
48684,toweling,['taʊlɪŋ']
48685,towels,['taʊəlz']
48686,towels,['taʊlz']
48687,tower,"['taʊɝ', 'taʊɚ']"
48688,towered,"['taʊɝd', 'taʊɚd']"
48689,towering,"['taʊɝɪŋ', 'taʊɚɪŋ']"
48690,towering,['taʊɹɪŋ']
48691,towers,"['taʊɝz', 'taʊɚz']"
48692,towing,['toʊɪŋ']
48693,town,['taʊn']
48694,townhouse,['taʊnhaʊs']
48695,townie,['taʊni']
48696,towns,['taʊnz']
48697,townsfolk,['taʊnzfoʊk']
48698,township,['taʊnʃɪp']
48699,townships,['taʊnʃɪps']
48700,townsman,['taʊnzmən']
48701,townspeople,['taʊnzpipəl']
48702,towson,['toʊsən']
48703,toxic,"['tɑksɪk', 'tɒksɪk']"
48704,toxicity,"['tɑksɪsəti', 'tɒksɪsəti']"
48705,toxicological,"['tɑksəkəlɑdʒɪkəl', 'tɑksəkəlɒdʒɪkəl', 'tɒksəkəlɑdʒɪkəl', 'tɒksəkəlɒdʒɪkəl']"
48706,toxicologist,"['tɑksɪkɑlədʒɪst', 'tɑksɪkɒlədʒɪst', 'tɒksɪkɑlədʒɪst', 'tɒksɪkɒlədʒɪst']"
