Word,Pronunciation
racist, ˈreɪsɪst ˈreɪ·sɪst
rack, ræk ræk ræk ræk ræk
racket, ˈrækɪt ˈrækɪt ˈrækɪt ˈrækɪt ˈræk·ɪt ˈræk·ɪt ˈræk·ɪt
racketeer, ˌrækəˈtɪr ˌræk·ɪˈtɪər
racketeering, ˌrækəˈtɪrɪŋ ˌræk·ɪˈtɪər·ɪŋ
racking, ˈrækɪŋ
raconteur, ˌrækɑːnˈtɝː
racquet, ˈrækɪt
racquetball, ˈrækɪtˌbɑːl ˈrækɪtˌbɑːl ˈræk·ɪtˌbɔl
racy, ˈreɪsi ˈreɪ·si
rad, ræd
radar, ˈreɪdɑːr ˈreɪ·dɑr
radial, ˈreɪdiəl ˈreɪdiəl ˈreɪdiəl
radiance, ˈreɪdiəns ˈreɪdiəns ˈreɪ·di·əns ˈreɪ·di·əns
radiant, ˈreɪdiənt ˈreɪdiənt ˈreɪ·di·ənt ˈreɪ·di·ənt
radiate, ˈreɪdieɪt ˈreɪdieɪt ˈreɪdieɪt ˈreɪ·diˌeɪt ˈreɪ·diˌeɪt ˈreɪ·diˌeɪt
radiation, ˌreɪdiˈeɪʃən ˌreɪdiˈeɪʃən ˌreɪ·diˈeɪ·ʃən ˌreɪ·diˈeɪ·ʃən
radiator, ˈreɪdieɪt̬ɚ ˈreɪ·diˌeɪ·t̬ər ˈreɪ·diˌeɪ·t̬ər
radical, ˈrædɪkəl ˈrædɪkəl ˈrædɪkəl ˈræd·ɪ·kəl ˈræd·ɪ·kəl
radicalism, ˈrædɪkəlɪzəm
radicalize, ˈrædɪkəlaɪz
radicalized, ˈrædɪkəlaɪzd
radically, ˈrædɪkəli ˈrædɪkəli ˈrædɪkəli
radio, ˈreɪdioʊ ˈreɪdioʊ ˈreɪdioʊ ˈreɪdioʊ ˈreɪ·diˌoʊ ˈreɪ·diˌoʊ ˈreɪ·diˌoʊ
radioactive, ˌreɪdioʊˈæktɪv ˌreɪdioʊˈæktɪv ˌreɪ·di·oʊˈæk·tɪv
radioactivity, ˌreɪdioʊækˈtɪvət̬i ˌreɪdioʊækˈtɪvət̬i
radiological, ˌreɪdiəˈlɑːdʒɪkəl
radiologist, ˌreɪdiˈɑːlədʒɪst ˌreɪ·diˈɑl·ə·dʒɪst
radiology, ˌreɪdiˈɑːlədʒi ˌreɪ·diˈɑl·ə·dʒi
radish, ˈrædɪʃ ˈræd·ɪʃ
radium, ˈreɪdiəm ˈreɪ·di·əm
radius, ˈreɪdiəs ˈreɪdiəs ˈreɪdiəs ˈreɪ·di·əs
radon, ˈreɪdɑːn ˈreɪ·dɑn
raffish, ˈræfɪʃ
raffle, ˈræfəl ˈræf·əl
raft, ræft ræft ræft ræft ræft ræft ræft
rafter, ˈræftɚ ˈræftɚ ˈræf·tər
rafting, ˈræftɪŋ ˈræf·tɪŋ
rag, ræɡ ræɡ ræɡ ræɡ ræɡ
rage, reɪdʒ reɪdʒ reɪdʒ
ragged, ˈræɡɪd ˈræɡɪd ˈræɡɪd ˈræɡɪd ˈræɡɪd ˈræɡ·ɪd ˈræɡ·ɪd
raggedy, ˈræɡɪdi
raging, ˈreɪdʒɪŋ ˈreɪdʒɪŋ
ragtag, ˈræɡtæɡ ˈræɡˌtæɡ
ragtime, ˈræɡtaɪm ˈræɡˌtɑɪm
ragweed, ˈræɡwiːd
rah, rɑː
raid, reɪd reɪd reɪd reɪd reɪd
raider, ˈreɪdɚ
rail, reɪl reɪl reɪl reɪl reɪl reɪl
railing, ˈreɪlɪŋ ˈreɪlɪŋ ˈreɪ·lɪŋ
railroad, ˈreɪlroʊd ˈreɪlroʊd ˈreɪlˌroʊd
railway, ˈreɪlweɪ ˈreɪlweɪ
rain, reɪn reɪn
rainbow, ˈreɪnboʊ ˈreɪnboʊ ˈreɪnboʊ ˈreɪnboʊ ˈreɪnboʊ ˈreɪnˌboʊ
raincoat, ˈreɪŋkoʊt ˈreɪnˌkoʊt
raindrop, ˈreɪndrɑːp
rainfall, ˈreɪnfɑːl ˈreɪnˌfɔl
rainforest, ˈreɪnfɔːrɪst
rainmaker, ˈreɪnmeɪkɚ ˈreɪnmeɪkɚ ˈreɪnmeɪkɚ
rainstorm, ˈreɪnstɔːrm ˈreɪnˌstɔrm
rainwater," ˈreɪnˌwɑːt̬ɚ ˈreɪnˌwɔ·t̬ər, -ˌwɑt̬·ər"
rainy, ˈreɪni
raise, reɪz reɪz reɪz reɪz reɪz reɪz reɪz reɪz reɪz reɪz reɪz reɪz
raisin, ˈreɪzən ˈreɪ·zɪn
rake, reɪk reɪk reɪk reɪk
raked, reɪkt
rakish, ˈreɪkɪʃ ˈreɪkɪʃ
rally, ˈræli ˈræli ˈræli ˈræli ˈræl·i ˈræl·i
rallying, ˈræliɪŋ ˈræliɪŋ
ralph, rælf
ram, ræm ræm
ramble, ˈræmbəl ˈræmbəl ˈræmbəl ˈræm·bəl ˈræm·bəl
rambler, ˈræmblɚ
rambling, ˈræmblɪŋ ˈræmblɪŋ
rambunctious, ræmˈbʌŋkʃəs ræmˈbʌŋk·ʃəs
rammed, ræmd
ramp, ræmp ræmp ræmp ræmp ræmp ræmp
rampage, ræmˈpeɪdʒ ˈræm·peɪdʒ
rampant, ˈræmpənt ˈræmpənt ˈræm·pənt
ramrod, ˈræmrɑːd
ramshackle, ˈræmˌʃækəl ˈræmˌʃækəl ˈræmˌʃæk·əl
ramus, ˈreɪməs
ran, ræn ræn
ranch, ræntʃ ræntʃ
rancher, ˈræntʃɚ ˈræn·tʃər
ranching, ˈræntʃɪŋ
rancid, ˈrænsɪd ˈræn·sɪd
rancor, ˈræŋkɚ ˈræŋ·kər
rancorous, ˈræŋkɚəs
rand, rænd
random, ˈrændəm ˈrændəm ˈrændəm ˈræn·dəm
randomized, ˈrændəmaɪzd
randomly, ˈrændəmli ˈrændəmli
randomness, ˈrændəmnəs
randy, ˈrændi
rang, ræŋ ræŋ
range, reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ reɪndʒ
ranger, ˈreɪndʒɚ ˈreɪn·dʒər
rani, ˈrɑːniː
rank, ræŋk ræŋk ræŋk ræŋk ræŋk
ranking, ˈrænkɪŋ ˈræŋ·kɪŋ ˈrænkɪŋ ˈrænkɪŋ ˈrænkɪŋ
ranks, ræŋks
ransack, ˈrænsæk ˈrænˌsæk
ransom, ˈrænsəm ˈræn·səm
rant, rænt rænt
ranting, ˈrænt̬ɪŋ
rap, ræp ræp ræp ræp ræp ræp
rapacious, rəˈpeɪʃəs
rape, reɪp reɪp reɪp
rapeseed, ˈreɪpsiːd
rapid, ˈræpɪd ˈræp·ɪd
rapidity, rəˈpɪdət̬i
rapidly, ˈræpɪdli
rapids, ˈræpɪdz ˈræp·ɪdz
rapier, ˈreɪpiɚ
rapist, ˈreɪpɪst ˈreɪ·pɪst
rappelling, rəpˈelɪŋ
rapper, ˈræpɚ ˈræp·ər
rapport," ræpˈɔːr ræˈpɔr, rə-, -ˈpoʊr"
rapprochement, ˌræproʊʃˈmɑːŋ ˌræpˌroʊʃˈmɑ̃
rapt, ræpt ræpt ræpt
raptor, ˈræptɚ ˈræptɚ
rapture, ˈræptʃɚ ˈræp·tʃər
rapturous, ˈræptʃɚəs
rare, rer rer rer reər reər
rarefied, ˈrerəfaɪd ˈrerəfaɪd ˈreər·əˌfɑɪd
rarely, ˈrerli ˈreər·li
rarity, ˈrerət̬i ˈreər·ɪ·t̬i
rascal, ˈræskəl ˈræskəl ˈræs·kəl
rash, ræʃ ræʃ
rasp, ræsp ræsp ræsp
raspberry," ˈræzberi ˈræzberi ˈræzˌber·i, -bə·ri"
raspy, ˈræspi
rat, ræt ræt ræt ræt
ratatouille, ˌræt̬əˈtuːi
ratchet, ˈrætʃɪt ˈrætʃɪt ˈrætʃɪt ˈrætʃɪt ˈrætʃ·ɪt
rate, reɪt reɪt reɪt reɪt
rather," ˈræðɚ ˈræðɚ ˈræðɚ ˈræð·ər, ˈrɑ·ðər ˈræð·ər, ˈrɑ·ðər"
ratification, ˌræt̬əfəˈkeɪʃən
ratify, ˈræt̬əfaɪ ˈræt̬·əˌfɑɪ
rating, ˈreɪt̬ɪŋ ˈreɪ·t̬ɪŋ
ratio, ˈreɪʃioʊ ˈreɪ·ʃIˌoʊ ˈreɪ·ʃIˌoʊ
ration," ˈræʃən ˈræʃən ˈræʃ·ən, ˈreɪ·ʃən"
rational, ˈræʃənəl ˈræʃ·ə·nəl
rationale, ˌræʃəˈnæl ˌræʃ·əˈnæl ˌræʃəˈnæl
rationality, ˌræʃənˈælət̬i ˌræʃ·əˈnæl·ɪ·t̬i
rationalization, ˌræʃənələˈzeɪʃən ˌræʃənələˈzeɪʃən
rationalize, ˈræʃənəlaɪz ˈræʃənəlaɪz ˈræʃ·ə·nəlˌɑɪz
rationally, ˈræʃənəli
rationing, ˈræʃənɪŋ
rations," ˈræʃ·ənz, ˈreɪ·ʃənz"
rats, ræts
rattan, rəˈtæn rəˈtæn
rattle, ˈræt̬əl ˈræt̬əl ˈræt̬əl ˈræt̬əl ˈræt̬·əl
rattled, ˈræt̬əld ˈræt̬·əld
rattlesnake, ˈræt̬əlsneɪk ˈræt̬·əlˌsneɪk
rattling, ˈræt̬əlɪŋ ˈræt̬əlɪŋ
ratty, ˈræt̬i ˈræt̬i
raucous, ˈrɑːkəs ˈrɔ·kəs
raunchy," ˈrɑːntʃi ˈrɔn·tʃi, ˈrɑn-"
ravage, ˈrævɪdʒ ˈræv·ɪdʒ
rave, reɪv reɪv reɪv
ravel, ˈrævəl ˈrævəl
raven, ˈreɪvən ˈreɪ·vən
ravenous, ˈrævənəs ˈrævənəs ˈræv·ə·nəs
raver, ˈreɪvɚ
ravine, rəˈviːn rəˈvin
raving, ˈreɪvɪŋ ˈreɪ·vɪŋ
ravioli, ˌræviˈoʊli ˌræv·iˈoʊ·li
ravishing, ˈrævɪʃɪŋ
raw, rɑː rɑː rɑː rɑː rɑː rɑː rɑː rɑː rɔ rɔ rɔ rɔ rɔ
rawness, ˈrɑːnəs ˈrɑːnəs ˈrɑːnəs
ray, reɪ reɪ reɪ reɪ reɪ reɪ reɪ
rayon, ˈreɪɑːn ˈreɪ·ɑn
raze, reɪz reɪz
razor, ˈreɪzɚ ˈreɪ·zər
razzmatazz, ˈræzmətæz
re," riː riː ri, reɪ riː riː"
reach, riːtʃ riːtʃ riːtʃ riːtʃ riːtʃ riːtʃ ritʃ ritʃ ritʃ ritʃ ritʃ ritʃ
reachable, ˈriːtʃəbəl ˈriːtʃəbəl
react, riˈækt riˈækt riˈækt riˈækt
reaction, riˈækʃən riˈækʃən riˈækʃən riˈækʃən riˈækʃən riˈæk·ʃən riˈæk·ʃən riˈæk·ʃən riˈæk·ʃən
reactionary, riˈækʃəneri riˈæk·ʃəˌner·i
reactions, riˈækʃən
reactivate, riˈæktɪveɪt
reactive, riˈæktɪv riˈæktɪv riˈæktɪv
reactor, riˈæktɚ riˈæk·tər
read, riːd riːd riːd riːd riːd riːd riːd riːd rid rid rid rid rid
readable, ˈriːdəbəl ˈri·də·bəl
reader, ˈriːdɚ ˈriːdɚ ˈriːdɚ ˈriːdɚ ˈriːdɚ ˈriːdɚ ˈri·dər
readership, ˈriːdɚʃɪp
readily, ˈredəli ˈred·əl·i ˈred·əl·i
readiness, ˈredinəs ˈred·i·nəs
reading, ˈriːdɪŋ ˈriːdɪŋ ˈriːdɪŋ ˈriːdɪŋ ˈriːdɪŋ ˈri·dɪŋ ˈri·dɪŋ ˈri·dɪŋ ˈri·dɪŋ
readjust, ˌriːəˈdʒʌst ˌri·əˈdʒʌst ˌri·əˈdʒʌst
readjustment, ˌriːəˈdʒʌstmənt
readout, ˈriːdaʊt ˈridˌɑʊt
ready, ˈredi ˈredi ˈred·i ˈred·i ˈred·i
reaffirm, ˌriːəˈfɝːm ˌri·əˈfɜrm
reagent, ˌriːˈeɪdʒənt
real," ˈriːəl ˈriːəl ˈriːəl ˈriːəl ˈriːəl ˈri·əl, ril ˈri·əl, ril ˈri·əl, ril"
realign, ˌriːəˈlaɪn
realignment, ˌriːəˈlaɪnmənt ˌriːəˈlaɪnmənt
realism, ˈriːə- ˈriːə- ˈriːə- ˈri·əˌlɪz·əm ˈri·əˌlɪz·əm
realist, ˈriːəlɪst ˈriːəlɪst ˈriːəlɪst ˈriːəlɪst ˈri·ə·lɪst
realistic, ˌriːəˈlɪstɪk ˌriːəˈlɪstɪk ˌri·əˈlɪs·tɪk ˌri·əˈlɪs·tɪk
realistically, ˌriːəˈlɪstɪkəli ˌriːəˈlɪstɪkəli
reality, riˈælət̬i riˈælət̬i riˈælət̬i riˈæl·ɪ·t̬i
realization, ˌriːələˈzeɪʃən ˌriːələˈzeɪʃən ˌriːələˈzeɪʃən ˌri·ə·ləˈzeɪ·ʃən ˌri·ə·ləˈzeɪ·ʃən ˌrɪələˈzeɪʃən ˌrɪələˈzeɪʃən
realize, ˈriːəlaɪz ˈriːəlaɪz ˈriːəlaɪz ˈri·əˌlɑɪz ˈri·əˌlɑɪz
really," ˈriːəli ˈriːəli ˈriːəli ˈri·ə·li, ˈri·li ˈri·ə·li, ˈri·li ˈri·ə·li, ˈri·li"
realm, relm relm relm
realty, ˈriːəlti
ream, riːm riːm rim
reamer, ˈriːmɚ
reams, rimz
reap, riːp riːp rip rip
reaper, ˈriːpɚ ˈri·pər
reappear, ˌriːəˈpɪr
reappearance, ˌriːəˈpɪrəns
reapply, ˌriːəˈplaɪ ˌriːəˈplaɪ ˌriːəˈplaɪ
reappraisal, ˌriːəˈpreɪzəl ˌriːəˈpreɪzəl ˌriːəˈpreɪzəl
reappraise, ˌriːəˈpreɪz
rear, rɪr rɪər
rearm, ˌriːˈɑːrm
rearmament, riˈɑːrməmənt
rearrange, ˌriːəˈreɪndʒ ˌri·əˈreɪndʒ
rearrangement, ˌriːəˈreɪndʒmənt
reason, ˈriːzən ˈriːzən ˈri·zən ˈri·zən
reasonable," ˈriːzənəbəl ˈriːzənəbəl ˈriːzənəbəl ˈri·zə·nə·bəl, ˈriz·nə- ˈri·zə·nə·bəl, ˈriz·nə- ˈri·zə·nə·bəl, ˈriz·nə-"
reasonableness, ˈriːzənəbəlnəs
reasonably," ˈriːzənəbli ˈriːzənəbli ˈriːzənəbli ˈri·zə·nə·bli, ˈriz·nə-"
reasoned, ˈriːzənd ˈri·zənd
reasoning, ˈriːzənɪŋ
reassemble, ˌriːəˈsembəl ˌriːəˈsembəl
reassert, ˌriːəˈsɝːt ˌriːəˈsɝːt
reassess, ˌriːəˈses
reassign, ˌriːəˈsaɪn ˌriːəˈsaɪn ˌriːəˈsaɪn ˌriːəˈsaɪn
reassignment, ˌriːəˈsaɪnmənt ˌriːəˈsaɪnmənt ˌriːəˈsaɪnmənt ˌriːəˈsaɪnmənt
reassurance, ˌriːəˈʃʊrəns
reassure, ˌriːəˈʃʊr ˌri·əˈʃʊr
reassuring, ˌriːəˈʃʊrɪŋ
reawaken, ˌriːəˈweɪkən
rebar, ˈriːbɑːr
rebate, ˈriːbeɪt ˈri·beɪt
rebel, ˈrebəl ˈrebəl ˈreb·əl ˈreb·əl
rebellion, rɪˈbeliən rɪˈbeliən rəˈbel·jən rəˈbel·jən
rebellious, rɪˈbeliəs rɪˈbeliəs rəˈbel·jəs
rebelliousness, rɪˈbeliəsnəs rɪˈbeliəsnəs
rebirth, ˌriːˈbɝːθ riˈbɜrθ
reboard, ˌriːˈbɔːrd
rebook, ˌriːˈbʊk
reboot, ˌriːˈbuːt ˌriːˈbuːt
reborn, ˌriːˈbɔːrn ˌriːˈbɔːrn
rebound," ˌriːˈbaʊnd ˌriːˈbaʊnd ˌriːˈbaʊnd ˌriːˈbaʊnd ˈri·bɑʊnd, rɪˈbɑʊnd ˈri·bɑʊnd, rɪˈbɑʊnd"
rebounding, ˌriːˈbaʊndɪŋ ˌriːˈbaʊndɪŋ
rebuff, rɪˈbʌf rɪˈbʌf
rebuild, ˌriːˈbɪld ˌriːˈbɪld riˈbɪld riˈbɪld
rebuke, rɪˈbjuːk rɪˈbjuk
rebut, rɪˈbʌt rɪˈbʌt
rebuttal, rɪˈbʌt̬əl rɪˈbʌt̬·əl
rec, rek rek rek
recalcitrance, rɪˈkælsɪtrəns
recalcitrant, rɪˈkælsɪtrənt rɪˈkæl·sɪ·trənt
recalculate, ˌriːˈkælkjəleɪt
recall, ˈriːkɑːl ˈriːkɑːl ˈriːkɑːl rɪˈkɔl rɪˈkɔl
recant, rɪˈkænt rɪˈkænt
recap," ˈriːkæp ˈri·kæp, rɪˈkæp"
recapitulate, ˌriːkəˈpɪtʃəleɪt ˌri·kəˈpɪtʃ·əˌleɪt
recapture, -tʃɚ -tʃɚ riˈkæp·tʃər riˈkæp·tʃər
recast, ˌriːˈkæst
recede, rɪˈsiːd rɪˈsid rɪˈsid
receipt, rɪˈsiːt rɪˈsiːt rɪˈsit rɪˈsit
receipts, rɪˈsits
receive, rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiːv rɪˈsiv rɪˈsiv rɪˈsiv
received, rɪˈsiːvd
receiver, rɪˈsiːvɚ rɪˈsiːvɚ rɪˈsiːvɚ rɪˈsiːvɚ rɪˈsiːvɚ rɪˈsi·vər rɪˈsi·vər
receivership, rɪˈsiːvɚʃɪp
recent, ˈriːsənt ˈri·sənt
recently, ˈriːsəntli
receptacle, rɪˈseptəkəl rɪˈsep·tə·kəl
reception, rɪˈsepʃən rɪˈsepʃən rɪˈsepʃən rɪˈsepʃən rɪˈsepʃən rɪˈsepʃən rɪˈsep·ʃən rɪˈsep·ʃən rɪˈsep·ʃən
receptionist, rɪˈsepʃənɪst rɪˈsep·ʃə·nɪst
receptive, rɪˈseptɪv rɪˈseptɪv rɪˈsep·tɪv
receptor, -tɚ rɪˈsep·tər
recertification, ˌriːsɜ˞ːt̬əfɪˈkeɪʃən
recess," ˈrɪːses ˈrɪːses ˈrɪːses ˈrɪːses ˈri·ses, rɪˈses ˈri·ses, rɪˈses ˈri·ses, rɪˈses"
recessed, rɪˈsest
recession, rɪˈseʃən rɪˈseʃ·ən
recessionary, rɪˈseʃəneri rɪˈseʃəneri
recessive, rɪˈsesɪv rɪˈses·ɪv
recharge, ˌriːˈtʃɑːrdʒ ˌriːˈtʃɑːrdʒ riˈtʃɑrdʒ
recheck, ˌriːˈtʃek
rechristen, ˌriːˈkrɪsən
recidivism, rəˈsɪdəvɪzəm
recidivist, rəˈsɪdəvɪst
recipe, ˈresəpi ˈres·ə·pi
recipient, rɪˈsɪpiənt rɪˈsɪp·i·ənt
reciprocal, rɪˈsɪprəkəl rɪˈsɪp·rə·kəl
reciprocate, rɪˈsɪprəkeɪt rɪˈsɪprəkeɪt rɪˈsɪp·rəˌkeɪt
reciprocity, ˌresɪˈprɑːsət̬i
recital, rɪˈsaɪt̬əl rɪˈsaɪt̬əl rɪˈsaɪt̬əl rɪˈsɑɪ·t̬əl
recitation, ˌresəˈteɪʃən
recite, rɪˈsaɪt rɪˈsɑɪt
reckless, ˈrekləs ˈrek·ləs
recklessly, ˈrekləsli
recklessness, ˈrekləsnəs
reckon, ˈrekən ˈrekən ˈrekən ˈrek·ən ˈrek·ən
reckoning, ˈrekənɪŋ
reclaim, rɪˈkleɪm rɪˈkleɪm rɪˈkleɪm rɪˈkleɪm
reclamation, ˌrekləˈmeɪʃən ˌrekləˈmeɪʃən
recline, rɪˈklaɪn rɪˈklaɪn rɪˈklɑɪn rɪˈklɑɪn
recliner, rɪˈklaɪnɚ
reclining, rɪˈklaɪnɪŋ rɪˈklaɪnɪŋ
recluse," rɪˈkluːs ˈrek·lus, rəˈklus"
reclusive, rɪˈkluːsɪv
recognition, ˌrekəɡˈnɪʃən ˌrekəɡˈnɪʃən ˌrekəɡˈnɪʃən ˌrek·əɡˈnɪʃ·ən ˌrek·əɡˈnɪʃ·ən ˌrek·əɡˈnɪʃ·ən
recognizable, ˈrekəɡnaɪzəbəl ˈrek·əɡˌnɑɪ·zə·bəl
recognizably, ˈrekəɡnaɪzəbli
recognize, ˈrekəɡnaɪz ˈrekəɡnaɪz ˈrekəɡnaɪz ˈrek·əɡˌnɑɪz ˈrek·əɡˌnɑɪz ˈrek·əɡˌnɑɪz
recognized, ˈrekəɡnaɪzd
recoil, rɪˈkɔɪl rɪˈkɔɪl rɪˈkɔɪl
recollect, ˌrekəˈlekt ˌrek·əˈlekt
recollection, ˌrekəˈlekʃən ˌrekəˈlekʃən ˌrek·əˈlek·ʃən
recombinant, riːˈkɑːmbənənt
recommend, ˌrekəˈmend ˌrek·əˈmend
recommendation," ˌrekəmenˈdeɪʃən ˌrekəmenˈdeɪʃən ˌrek·ə·mənˈdeɪ·ʃən, -men-"
recommended, ˌrekəˈmendɪd
recompense, ˈrekəmpens ˈrek·əmˌpens
recon, ˈriːkɑːn
reconcile, ˈrekənsaɪl ˈrek·ənˌsɑɪl ˈrek·ənˌsɑɪl ˈrek·ənˌsɑɪl
reconciliation, ˌrekənˌsɪliˈeɪʃən ˌrekənˌsɪliˈeɪʃən ˌrek·ənˌsɪl·iˈeɪ·ʃən
recondition, ˌriːkənˈdɪʃən
reconfiguration, ˌriːkənfɪɡjəˈreɪʃən
reconfigure, ˌriːkənˈfɪɡjɚ ˌriːkənˈfɪɡjɚ ˌriːkənˈfɪɡjər
reconfirm, ˌriːkənˈfɝːm ˌriːkənˈfɝːm ˌriːkənˈfɝːm
reconnaissance," rɪˈkɑːnəsəns rɪˈkɑn·ə·səns, -zəns"
reconnect, ˌriːkəˈnekt ˌriːkəˈnekt ˌriːkəˈnekt
reconnoiter, ˌriːkəˈnɔɪt̬ɚ
reconquer, ˌriːˈkɑːŋkɚ
reconsider, ˌriːkənˈsɪdɚ ˌri·kənˈsɪd·ər
reconsideration, ˌriːkənˈsɪdəˈreɪʃən
reconstitute, ˌriːˈkɑːnstətuːt ˌriːˈkɑːnstətuːt
reconstruct, ˌriːkənˈstrʌkt ˌriːkənˈstrʌkt ˌriːkənˈstrʌkt ˌri·kənˈstrʌkt ˌri·kənˈstrʌkt
reconstruction, ˌriːkənˈstrʌkʃən ˌriːkənˈstrʌkʃən
reconstructive, ˌriːkənˈstrʌkt̬ɪv
reconvene, ˌriːkənˈviːn
record, rɪˈkɔːrd rɪˈkɔːrd rɪˈkɔːrd rɪˈkɔrd rɪˈkɔrd rɪˈkɔrd ˈrekərd ˈrekərd ˈrekərd
recorder, rɪˈkɔːrdɚ rɪˈkɔːrdɚ rɪˈkɔːrdɚ rɪˈkɔr·dər
recording, rɪˈkɔːrdɪŋ rɪˈkɔːrdɪŋ rɪˈkɔr·dɪŋ
recount, rɪˈkaʊnt ˌriːˈkaʊnt rɪˈkɑʊnt
recoup, rɪˈkuːp rɪˈkup
recourse," ˈriːkɔːrs ˈri·kɔrs, -koʊrs ˈrikɔːs ˈrikɔːs ˈrikɔːs"
recover, rɪˈkʌvɚ rɪˈkʌvɚ rɪˈkʌvɚ rɪˈkʌvɚ rɪˈkʌv·ər rɪˈkʌv·ər
recovery, rɪˈkʌvɚi rɪˈkʌvɚi rɪˈkʌvɚi rɪˈkʌvɚi rɪˈkʌv·ə·ri
recreate, ˌriːkriˈeɪt ˈrekrieɪt
recreation, ˌrekriˈeɪʃən ˌriːkriˈeɪʃən ˌriːkriˈeɪʃən ˌrek·riˈeɪ·ʃən
recreational, ˌrekriˈeɪʃənəl
recrimination, rɪˌkrɪməˈneɪʃən rɪˌkrɪm·əˈneɪ·ʃən
recruit, rɪˈkruːt rɪˈkrut
recruiter, rɪˈkruːtɚ
recruitment, rɪˈkruːtmənt rɪˈkruːtmənt
rectal, ˈrektəl
rectangle, ˈrektæŋɡəl ˈrek·tæŋ·ɡəl
rectangular, rekˈtæŋɡjəlɚ rekˈtæŋ·ɡjə·lər
rectification, ˌrektəfəˈkeɪʃən
rectify, ˈrektəfaɪ ˈrektəfaɪ ˈrektəfaɪ ˈrek·təˌfɑɪ
rectitude, ˈrektətuːd
rector, ˈrektɚ ˈrektɚ ˈrektɚ ˈrek·tər ˈrek·tər
rectory, ˈrektɚi ˈrek·tə·ri
rectum, ˈrektəm ˈrek·təm
recuperate, rɪˈkuːpəreɪt rɪˈku·pəˌreɪt
recuperation, rɪˌkuːpərˈeɪʃən
recuperative, rɪˈkuːpɚət̬ɪv
recur, rɪˈkɝː rɪˈkɜr
recurrence, rɪˈkɝːəns
recurrent, rɪˈkɝːənt
recurring, rɪˈkɝːɪŋ rɪˈkɝːɪŋ
recuse, rɪˈkjuːz
recyclable, ˌriːˈsaɪkləbəl riˈsɑɪ·klə·bəl
recycle, ˌriːˈsaɪkəl ˌriːˈsaɪkəl riˈsɑɪ·kəl
recycled, ˌriːˈsaɪkəld
recycling, ˌriːˈsaɪklɪŋ ˌriːˈsaɪklɪŋ
red, red red red red red
redden, ˈredən ˈred·ən
reddish, ˈredɪʃ ˈred·ɪʃ
redecorate, ˌriːˈdekəreɪt
redecoration, ˌriːdekəˈreɪʃən
rededicate, ˌriːˈdedəkeɪt ˌriːˈdedəkeɪt
rededication, ˌriːdedəˈkeɪʃən ˌriːdedəˈkeɪʃən
redeem, rɪˈdiːm rɪˈdiːm rɪˈdiːm rɪˈdiːm rɪˈdim rɪˈdim
redeemable, rɪˈdiːməbəl rɪˈdiːməbəl rɪˈdiːməbəl rɪˈdiːməbəl
redeeming, rɪˈdiːmɪŋ
redefine, ˌriːdɪˈfaɪn ˌri·dɪˈfɑɪn
redemption, rɪˈdempʃən rɪˈdempʃən rɪˈdemp·ʃən
redeploy, ˌriːdɪˈplɔɪ
redeployment, ˌriːdɪˈplɔɪmənt
redesign, ˌriːdɪˈzaɪn ˌri·dɪˈzɑɪn
redevelop, ˌriːdɪˈveləp
redevelopment, ˌriːdɪˈveləpmənt ˌri·dɪˈvel·əp·mənt
redhead, ˈredhed ˈredˌhed
redirect, ˌriːdaɪˈrekt
rediscover, ˌriːdɪˈskʌvɚ
rediscovery, ˌriːdɪˈskʌvɚi ˌriːdɪˈskʌvɚi
redistribute, ˌriːdɪˈstrɪbjuːt
redistribution, ˌriːdɪstrəˈbjuːʃən
redneck, ˈrednek ˈredˌnek
redness, ˈrednəs
redo, riːˈduː riːˈduː
redouble, ˌriːˈdʌbəl riˈdʌb·əl
redoubt, rɪˈdaʊt rɪˈdaʊt
redoubtable, rɪˈdaʊt̬əbəl
redraft, ˌriːˈdræft ˌriːˈdræft
redraw, ˌriːˈdrɔː ˌriːˈdrɔː
redress, rɪˈdres rɪˈdres
redskin, ˈredskɪn
reduce, rɪˈduːs rɪˈduːs rɪˈdus rɪˈdus rɪˈduːs
reduced, rɪˈduːst
reducible, rɪˈduːsəbəl
reduction, rɪˈdʌkʃən rɪˈdʌkʃən rɪˈdʌkʃən rɪˈdʌkʃən
redundancy, rɪˈdʌndənsi rɪˈdʌndənsi rɪˈdʌndənsi
redundant, rɪˈdʌndənt rɪˈdʌndənt rɪˈdʌn·dənt rɪˈdʌn·dənt
redux, ˈriːdʌks
redwood, ˈredwʊd ˈredˌwʊd
reed, riːd riːd rid rid
reedy, ˈriːdi ˈriːdi
reef, riːf rif
reefer, ˈriːfɚ ˈriːfɚ
reek, riːk rik
reel, riːl riːl riːl ril
reelect, ˌri·əˈlekt
reenact, ˌri·əˈnækt
reenter, riˈent·ər
reeve, riːv
ref, ref ref ref
refer, rɪˈfɝː rɪˈfɝː
referee, ˌrefəˈriː ˌrefəˈriː ˌrefəˈriː ˌref·əˈri
