Word,IPA Pronunciation,Cambridge Pronunciation Number
roux,ɹu,1
rove,ɹoʊv,1
rover,ɹoʊvɚ,1
roving,ɹoʊvɪŋ,1
row,ɹoʊ,1
rowan,ɹoʊən,1
rowboat,ɹoʊboʊt,3
rowdy,ɹaʊdi,1
rower,ɹoʊɚ,1
rowing,ɹoʊɪŋ,1
royal,ɹɔɪəl,1
royalist,ɹɔɪəlɪst,1
royally,ɹɔɪəli,1
royalty,ɹɔɪəlti,1
rpm,ɑɹpiɛm,1
rub,ɹʌb,1
rubber,ɹʌbɚ,1
rubbery,ɹʌbɚi,1
rubbish,ɹʌbɪʃ,1
rubble,ɹʌbəl,1
rubella,ɹubɛlə,1
rubric,ɹubɹɪk,1
ruby,ɹubi,1
ruck,ɹʌk,1
rucksack,ɹʌksæk,1
ruckus,ɹʌkəs,1
rudder,ɹʌdɚ,1
rudderless,ɹʌdɚləs,1
ruddy,ɹʌdi,1
rude,ɹud,1
rudely,ɹudli,1
rudeness,ɹudnəs,1
rudimentary,,0
rudiments,,0
rue,ɹu,1
ruff,ɹʌf,1
ruffle,ɹʌfəl,1
ruffled,ɹʌfəld,1
rug,ɹʌɡ,1
rugby,ɹʌɡbi,1
rugged,,0
ruggedly,,0
ruin,,0
ruined,,0
ruinous,ɹuənəs,1
rule,ɹul,1
ruler,ɹulɚ,1
ruling,ɹulɪŋ,1
rum,ɹʌm,1
rumble,ɹʌmbəl,1
rumbling,ɹʌmbəlɪŋ,1
ruminant,ɹumənənt,1
ruminate,,0
rumination,,0
rummage,ɹʌmɪdʒ,1
rummy,ɹʌmi,1
rumor,ɹumɚ,1
rumored,ɹumɚd,1
rumour,ɹumɚ,1
rump,ɹʌmp,1
rumple,ɹʌmpəl,1
rumpled,ɹʌmpəld,1
run,ɹʌn,1
runabout,ɹʌnəbaʊt,1
runaround,,0
runaway,ɹʌnəweɪ,1
rundown,ɹʌndaʊn,1
rune,ɹun,1
rung,ɹʌŋ,1
runner,ɹʌnɚ,1
running,ɹʌnɪŋ,1
runny,ɹʌni,1
runoff,ɹʌnɔf,3
runway,ɹʌnweɪ,1
rupee,ɹupi,1
rupture,ɹʌptʃɚ,1
rural,ɹʊɹəl,1
ruse,ɹuz,1
rush,ɹʌʃ,1
rushed,ɹʌʃt,1
rushing,ɹʌʃɪŋ,1
rusk,ɹʌsk,1
russet,ɹʌsɪt,1
rust,ɹʌst,1
rustic,ɹʌstɪk,1
rustle,ɹʌsəl,1
rustler,,0
rustling,,0
rustproof,ɹʌstpɹuf,1
rusty,ɹʌsti,1
rut,ɹʌt,1
rutabaga,ɹutəbeɪɡə,1
ruthless,ɹuθləs,1
ruthlessly,ɹuθləsli,1
ruthlessness,ɹuθləsnəs,1
rye,ɹaɪ,1
sabbatical,səbætɪkəl,1
saber,seɪbɚ,1
sable,seɪbəl,1
sabotage,sæbətɑʒ,1
saboteur,sæbətɝ,1
sabre,seɪbɚ,1
sac,sæk,1
saccharin,,0
saccharine,,0
sachet,sæʃeɪ,1
sack,sæk,1
sacking,sækɪŋ,1
sacrament,sækɹəmənt,1
sacramental,,0
sacred,,0
sacredness,,0
sacrifice,sækɹəfaɪs,1
sacrificial,sækɹəfɪʃəl,1
sacrilege,,0
sacrilegious,,0
sacrosanct,sækɹoʊsæŋkt,2
sad,sæd,1
sadden,sædən,1
saddle,sædəl,1
saddlebag,sædəlbæɡ,1
saddler,,0
sadism,,0
sadist,,0
sadistic,sədɪstɪk,1
sadly,sædli,1
sadness,sædnəs,1
safari,səfɑɹi,1
safe,seɪf,1
safeguard,seɪfɡɑɹd,1
safeguarding,seɪfɡɑɹdɪŋ,1
safekeeping,seɪfkipɪŋ,1
safely,seɪfli,1
safety,seɪfti,1
safflower,sæflaʊɚ,1
saffron,sæfɹən,1
sag,sæɡ,1
saga,sɑɡə,1
sage,seɪdʒ,1
sagebrush,,0
sagittal,sædʒətəl,1
saguaro,,0
said,sɛd,1
sail,seɪl,1
sailboat,seɪlboʊt,1
sailfish,seɪlfɪʃ,1
sailing,seɪlɪŋ,1
sailor,seɪlɚ,1
saint,seɪnt,1
sainted,seɪntɪd,1
sainthood,seɪnthʊd,1
saintly,seɪntli,1
sake,seɪk,2
salaam,səlɑm,1
salable,seɪləbəl,1
salacious,səleɪʃəs,1
salad,sæləd,1
salamander,sæləmændɚ,1
salami,səlɑmi,1
salaried,sælɚid,1
salary,sælɚi,1
sale,seɪl,1
saleable,seɪləbəl,1
sales,seɪlz,1
salesman,seɪlzmən,1
salesmanship,seɪlzmənʃɪp,1
salesperson,seɪlzpɝsən,1
saleswoman,seɪlzwʊmən,1
salient,seɪliənt,1
saline,,0
salinity,səlɪnəti,1
saliva,səlaɪvə,1
salivate,sæləveɪt,1
sally,sæli,1
salmon,sæmən,1
salmonella,sælmənɛlə,1
salon,səlɑn,1
saloon,səlun,1
salsa,sɑlsə,1
salt,sɔlt,3
salted,,0
saltwater,,0
salty,sɔlti,5
salutary,sæljətɛɹi,1
salutatorian,səlutətɔɹiən,1
salute,səlut,1
salvage,,0
salvageable,sælvɪdʒəbəl,1
salvation,sælveɪʃən,1
salve,,0
salvo,sælvoʊ,1
samba,sɑmbə,2
same,seɪm,1
sameness,seɪmnəs,1
sampan,sæmpæn,1
sample,sæmpəl,1
sampler,sæmplɚ,1
samsara,,0
samurai,,0
sanctify,sæŋktəfaɪ,1
sanctimonious,sæŋktəmoʊniəs,1
sanction,sæŋkʃən,1
sanctity,sæŋktɪti,2
sanctuary,sæŋktʃuɛɹi,1
sanctum,sæŋktəm,1
sand,sænd,1
sandal,sændəl,1
sandbag,sændbæɡ,1
sandbar,sændbɑɹ,1
sandbox,sændbɑks,1
sander,sændɚ,1
sandman,sændmæn,1
sandpaper,sændpeɪpɚ,1
sandstone,sændstoʊn,1
sandstorm,sændstɔɹm,1
sandwich,sændwɪtʃ,3
sandy,sændi,3
sane,seɪn,1
sang,sæŋ,1
sanguine,sæŋɡwɪn,1
sanitary,,0
sanitation,sænəteɪʃən,1
sanitize,,0
sanity,sænəti,1
sank,sæŋk,1
sans,sænz,1
sap,sæp,1
sapling,sæplɪŋ,1
saponification,səpɑnəfəkeɪʃən,1
sapper,sæpɚ,1
sapphire,,0
sapping,sæpɪŋ,1
sarcasm,sɑɹkæzəm,1
sarcastic,sɑɹkæstɪk,1
sarcastically,,0
sarcoma,,0
sarcophagus,sɑɹkɑfəɡəs,1
sardine,sɑɹdin,1
sardonic,sɑɹdɑnɪk,1
sargasso,sɑɹɡæsoʊ,1
sarge,sɑɹdʒ,1
sari,sɑɹi,1
sarin,sɑɹɪn,1
sarong,,0
sartorial,sɑɹtɔɹiəl,1
sash,sæʃ,1
saskatoon,sæskətun,1
sass,sæs,1
sassafras,sæsəfɹæs,1
sassy,sæsi,1
sat,sæt,1
satanic,sətænɪk,1
sate,seɪt,1
sated,seɪtɪd,1
satellite,sætəlaɪt,1
satin,sætən,1
satire,,0
satiric,sətɪɹɪk,1
satirical,,0
satirist,,0
satirize,,0
satisfaction,sætəsfækʃən,4
satisfactorily,,0
satisfactory,,0
satisfied,,0
satisfy,,0
satisfying,sætɪsfaɪɪŋ,1
saturate,,0
saturated,,0
saturation,,0
sauce,sɔs,4
saucepan,sɔspæn,2
saucer,,0
saucy,sɔsi,2
sauerkraut,,0
sauna,sɔnə,2
saunter,,0
sausage,,0
savage,,0
savagely,sævɪdʒli,1
savagery,,0
savannah,səvænə,1
savant,,0
save,seɪv,1
saver,seɪvɚ,1
saving,seɪvɪŋ,1
savings,seɪvɪŋz,1
savior,seɪvjɚ,1
savor,seɪvɚ,1
savory,seɪvɚi,1
savvy,sævi,1
saw,sɔ,4
sawdust,,0
sawmill,sɔmɪl,2
sax,sæks,1
saxophone,sæksəfoʊn,1
saxophonist,,0
say,seɪ,1
saying,seɪɪŋ,1
scab,skæb,1
scabbard,skæbɚd,1
scads,skædz,1
scaffold,skæfəld,4
scaffolding,skæfəldɪŋ,1
scalable,skeɪləbəl,1
scald,skɔld,4
scalding,,0
scale,skeɪl,1
scales,,0
scallion,skæljən,2
scallop,,0
scalloped,skɑləpt,1
scalp,skælp,1
scalpel,skælpəl,1
scalper,skælpɚ,1
scam,skæm,1
scamper,skæmpɚ,1
scan,skæn,1
scandal,skændəl,1
scandalize,skændəlaɪz,1
scandalous,skændələs,1
scanner,skænɚ,1
scant,skænt,1
scanty,skænti,1
scapegoat,skeɪpɡoʊt,1
scapegoating,skeɪpɡoʊtɪŋ,1
scapula,skæpjələ,1
scar,skɑɹ,1
scarce,skɛɹs,1
scarcely,skɛɹsli,1
scarcity,,0
scare,skɛɹ,1
scarecrow,,0
scared,skɛɹd,1
scarf,skɑɹf,1
scarlet,skɑɹlət,1
scarred,skɑɹd,1
scary,skɛɹi,1
scat,skæt,1
scathing,skeɪðɪŋ,1
scatological,,0
scatter,skætɚ,1
scattered,skætɚd,1
scattering,skætɚɪŋ,1
scattershot,skætɚʃɑt,1
scavenge,skævəndʒ,3
scavenger,,0
scenario,,0
scene,sin,1
scenery,sinɚi,1
scenic,sinɪk,1
scent,sɛnt,1
scented,sɛntɪd,1
sceptre,sɛptɚ,1
schedule,,0
scheduled,,0
scheduler,,0
scheduling,,0
schematic,skɪmætɪk,2
scheme,skim,1
schemer,skimɚ,1
scheming,skimɪŋ,1
schism,skɪzəm,1
schist,ʃɪst,1
schizophrenia,skɪtsəfɹiniə,1
schizophrenic,,0
schlock,ʃlɑk,1
schmaltz,ʃmɑlts,1
schmooze,ʃmuz,1
schmuck,ʃmʌk,1
schnapps,ʃnæps,1
schnauzer,ʃnaʊzɚ,1
scholar,skɑlɚ,1
scholarly,skɑlɚli,1
scholarship,skɑlɚʃɪp,1
scholastic,skəlæstɪk,1
school,skul,1
schoolboy,skulbɔɪ,1
schoolchild,skultʃaɪld,1
schoolgirl,skulɡɝl,1
schoolhouse,skulhaʊs,1
schooling,skulɪŋ,1
schoolmaster,skulmæstɚ,1
schoolmate,skulmeɪt,1
schoolteacher,skultitʃɚ,1
schoolwork,skulwɝk,1
schoolyard,skuljɑɹd,1
schooner,skunɚ,1
science,saɪəns,1
scientific,saɪəntɪfɪk,1
scientifically,saɪəntɪfɪkəli,1
scientist,saɪəntɪst,1
scion,saɪən,1
scissor,sɪzɚ,1
scissors,sɪzɚz,1
sclerosis,,0
scoff,skɔf,3
scold,skoʊld,1
scolding,skoʊldɪŋ,1
sconce,skɑns,1
scone,skoʊn,1
scoop,skup,1
scoot,skut,1
scooter,skutɚ,1
scope,skoʊp,1
scorch,skɔɹtʃ,1
scorched,skɔɹtʃt,1
scorcher,skɔɹtʃɚ,1
scorching,skɔɹtʃɪŋ,1
score,skɔɹ,1
scoreboard,skɔɹbɔɹd,1
scorecard,skɔɹkɑɹd,1
scorekeeper,skɔɹkipɚ,1
scoreless,skɔɹləs,1
scorer,skɔɹɚ,1
scorn,skɔɹn,1
scornful,skɔɹnfəl,1
scorpion,skɔɹpiən,1
scotch,skɑtʃ,1
scoundrel,skaʊndɹəl,1
scour,skaʊɚ,1
scourge,skɝdʒ,1
scout,skaʊt,1
scouting,skaʊtɪŋ,1
scowl,skaʊl,1
scowling,skaʊlɪŋ,1
scrabble,skɹæbəl,1
scraggly,skɹæɡli,1
scram,skɹæm,1
scramble,skɹæmbəl,1
scrambling,,0
scrap,skɹæp,1
scrapbook,skɹæpbʊk,1
scrape,skɹeɪp,1
scraper,skɹeɪpɚ,1
scraping,skɹeɪpɪŋ,1
scrapings,skɹeɪpɪŋz,1
scrappy,skɹæpi,1
scratch,skɹætʃ,1
scratching,skɹætʃɪŋ,1
scratchy,skɹætʃi,1
scrawl,skɹɔl,2
scrawny,skɹɔni,2
scream,skɹim,1
screamer,skɹimɚ,1
screamingly,skɹimɪŋli,1
screech,skɹitʃ,1
screeching,skɹitʃɪŋ,1
screen,skɹin,1
screener,skɹinɚ,1
screening,skɹinɪŋ,1
screenplay,skɹinpleɪ,1
screenwriter,skɹinɹaɪtɚ,1
screenwriting,skɹinɹaɪtɪŋ,1
screw,skɹu,1
screwball,skɹubɔl,3
screwdriver,skɹudɹaɪvɚ,1
screwed,skɹud,1
screwy,skɹui,1
scribble,skɹɪbəl,1
scribbler,skɹɪblɚ,1
scribe,skɹaɪb,1
scrimmage,skɹɪmɪdʒ,1
scrimp,skɹɪmp,1
scrip,skɹɪp,1
script,skɹɪpt,1
scripted,skɹɪptɪd,1
scriptural,skɹɪptʃɚəl,1
scripture,skɹɪptʃɚ,1
scriptwriter,skɹɪptɹaɪtɚ,1
scrivener,,0
scrod,skɹɑd,1
scroll,skɹoʊl,1
scrooge,skɹudʒ,1
scrounge,skɹaʊndʒ,1
scrub,skɹʌb,1
scrubber,skɹʌbɚ,1
scrubby,skɹʌbi,1
scruffy,skɹʌfi,1
scrunch,skɹʌntʃ,1
scruple,skɹupəl,1
scrupulous,skɹupjələs,1
scrupulously,skɹupjələsli,1
scrutinize,skɹutənaɪz,1
scrutiny,skɹutəni,1
scud,skʌd,1
scuff,skʌf,1
scuffed,skʌft,1
scuffle,skʌfəl,1
scull,skʌl,1
scullion,,0
sculpt,skʌlpt,1
sculptor,skʌlptɚ,1
sculptural,,0
sculpture,skʌlptʃɚ,1
sculptured,skʌlptʃɚd,1
scum,skʌm,1
scumbag,skʌmbæɡ,1
scupper,skʌpɚ,1
scuppernong,,0
scurrilous,skɝələs,1
scurry,skɝi,1
scuttle,skʌtəl,1
scuttlebutt,,0
scythe,,0
sea,si,1
seabed,sibɛd,1
seaboard,sibɔɹd,1
seaborne,sibɔɹn,1
seacoast,sikoʊst,1
seafarer,sifɛɹɚ,1
seafood,sifud,1
seafront,,0
seagoing,siɡoʊɪŋ,1
seagull,,0
seal,sil,1
sealant,silənt,1
sealed,sild,1
sealing,silɪŋ,1
seam,sim,1
seaman,simən,1
seamless,simləs,1
seamlessly,simləsli,1
seamstress,,0
seamy,simi,1
seaport,sipɔɹt,1
sear,sɪɹ,1
search,sɝtʃ,1
searching,sɝtʃɪŋ,1
searchlight,sɝtʃlaɪt,1
searing,sɪɹɪŋ,1
seashell,siʃɛl,1
seashore,siʃɔɹ,1
seasick,sisɪk,1
seaside,,0
season,sizən,1
seasonable,sizənəbəl,1
seasonal,sizənəl,1
seasonally,sizənəli,1
seasoned,sizənd,1
seasoning,sizənɪŋ,1
seat,sit,1
seated,,0
seating,sitɪŋ,3
seaweed,siwid,1
seaworthy,,0
sec,sɛk,1
secede,sɪsid,1
secession,sɪsɛʃən,1
seclude,səklud,1
secluded,sɪkludɪd,2
seclusion,,0
second,sɛkənd,1
secondaries,sɛkəndɛɹiz,1
secondarily,sɛkəndɛɹəli,1
secondary,sɛkəndɛɹi,1
secondhand,sɛkəndhænd,1
secondly,sɛkəndli,1
seconds,sɛkəndz,1
secrecy,sikɹəsi,1
secret,sikɹət,1
secretarial,sɛkɹətɛɹiəl,1
secretariat,,0
secretary,sɛkɹətɛɹi,1
secrete,sɪkɹit,1
secretion,,0
secretive,sikɹətɪv,1
secretiveness,sikɹətɪvnəs,1
secretly,,0
sect,sɛkt,1
sectarian,sɛktɛɹiən,1
section,sɛkʃən,1
sectional,sɛkʃənəl,1
sector,sɛktɚ,1
secular,sɛkjəlɚ,1
secularist,,0
secure,,0
securely,,0
security,,0
sedan,sədæn,1
sedate,sɪdeɪt,2
sedately,,0
sedation,,0
sedative,sɛdətɪv,1
sedentary,sɛdəntɛɹi,1
sedge,sɛdʒ,1
sediment,sɛdəmənt,1
sedimentary,sɛdəmɛntɚi,1
sedimentation,,0
sedition,sɪdɪʃən,2
seditious,,0
seduce,sɪdus,4
seducer,,0
seduction,sɪdʌkʃən,3
seductive,sɪdʌktɪv,3
seductively,sədʌktɪvli,1
see,si,1
seed,sid,1
seeded,,0
seedling,sidlɪŋ,1
seedy,sidi,1
seek,sik,1
seeker,sikɚ,1
seem,sim,1
seeming,simɪŋ,1
seemingly,simɪŋli,1
seen,sin,1
seep,sip,1
seepage,sipɪdʒ,1
seer,,0
seesaw,sisɔ,2
seethe,sið,1
seething,siðɪŋ,1
segment,sɛɡmənt,1
segmentation,,0
segregate,sɛɡɹəɡeɪt,1
segregated,sɛɡɹəɡeɪtɪd,1
segregation,sɛɡɹəɡeɪʃən,1
segue,,0
seine,seɪn,1
seismic,saɪzmɪk,1
seismologist,saɪzmɑlədʒɪst,1
seismology,saɪzmɑlədʒi,1
seize,siz,1
seizure,siʒɚ,1
seldom,sɛldəm,1
select,səlɛkt,1
selection,səlɛkʃən,1
selective,səlɛktɪv,1
selectively,səlɛktɪvli,1
selectivity,,0
selenium,səliniəm,1
self,sɛlf,1
selfish,sɛlfɪʃ,1
selfishness,sɛlfɪʃnəs,1
selfless,sɛlfləs,1
selflessness,,0
sell,sɛl,1
seller,sɛlɚ,1
sellout,sɛlaʊt,1
seltzer,sɛltsɚ,1
selves,sɛlvz,1
semantic,,0
semantics,,0
semblance,sɛmbləns,1
semen,simən,1
semester,səmɛstɚ,1
semi,sɛmi,4
semiannual,,0
semiautomatic,sɛmiɔtəmætɪk,2
semiconductor,sɛmikəndʌktɚ,1
semifinal,sɛmifaɪnəl,1
seminal,sɛmənəl,1
seminar,sɛmənɑɹ,1
seminary,sɛmənɛɹi,2
semiotics,sɛmiɑtɪks,1
semiprecious,sɛmipɹɛʃəs,1
semitrailer,sɛmitɹeɪlɚ,1
semolina,sɛməlinə,1
senate,sɛnət,1
senator,sɛnətɚ,1
senatorial,sɛnətɔɹiəl,1
send,sɛnd,1
sender,sɛndɚ,1
senescence,,0
senile,,0
senility,sənɪləti,1
senior,sinjɚ,1
seniority,sinjɔɹɪti,3
sensation,sɛnseɪʃən,1
sensational,sɛnseɪʃənəl,1
sensationalism,sɛnseɪʃənəlɪzəm,1
sensationalist,sɛnseɪʃənəlɪst,1
sensationalize,sɛnseɪʃənəlaɪz,1
sense,sɛns,1
senseless,sɛnsləs,1
senses,,0
sensibility,,0
sensible,sɛnsəbəl,1
sensibly,sɛnsəbli,1
sensitive,sɛnsətɪv,1
sensitively,,0
sensitivity,,0
sensor,sɛnsɚ,1
sensory,,0
sensual,,0
sensuality,sɛnʃuæləti,1
sensuous,,0
sent,sɛnt,1
sentence,sɛntəns,1
sentiment,sɛntəmənt,1
sentimental,sɛntəmɛntəl,1
sentimentality,sɛntəmɛntælɪti,3
sentinel,,0
sentry,sɛntɹi,1
separate,,0
separately,sɛpɚətli,1
separates,,0
separation,,0
separatist,sɛpɚətɪst,1
sepia,sipiə,1
sepsis,sɛpsɪs,1
septic,sɛptɪk,1
sequel,sikwəl,1
sequence,sikwəns,1
sequencing,sikwənsɪŋ,1
sequent,sikwənt,1
sequential,,0
sequentially,,0
sequester,sɪkwɛstɚ,1
sequestered,sɪkwɛstɚd,1
sequestration,,0
sequin,sikwən,2
sequined,,0
sequoia,sɪkwɔɪə,1
sera,sɪɹə,1
serenade,sɛɹəneɪd,1
serendipitous,,0
serendipity,,0
serene,,0
serenely,,0
serenity,,0
serf,sɝf,1
serge,sɝdʒ,1
sergeant,sɑɹdʒənt,1
serial,sɪɹiəl,1
serialize,sɪɹiəlaɪz,1
series,sɪɹiz,1
serious,sɪɹiəs,1
seriously,sɪɹiəsli,1
seriousness,sɪɹiəsnəs,1
sermon,sɝmən,1
serotonin,,0
serpent,sɝpənt,1
serpentine,sɝpəntaɪn,1
serrano,,0
serrated,,0
serum,sɪɹəm,1
servant,sɝvənt,1
serve,sɝv,1
server,sɝvɚ,1
service,,0
serviceable,,0
serviced,sɝvɪst,1
serviceman,,0
servicing,sɝvɪsɪŋ,1
servile,,0
serving,sɝvɪŋ,1
servitude,sɝvətud,1
servo,sɝvoʊ,1
sesame,sɛsəmi,1
session,sɛʃən,1
set,sɛt,1
setback,sɛtbæk,1
setter,sɛtɚ,1
setting,sɛtɪŋ,1
settle,sɛtəl,1
settled,sɛtəld,1
settlement,sɛtəlmənt,1
settler,,0
setup,,0
seven,sɛvən,1
seventeen,sɛvəntin,1
seventeenth,sɛvəntinθ,1
seventh,sɛvənθ,1
seventies,sɛvəntiz,1
seventieth,,0
seventy,sɛvənti,1
sever,sɛvɚ,1
several,sɛvɚəl,1
severance,sɛvɚəns,1
severe,səvɪɹ,1
severely,səvɪɹli,1
severity,,0
sew,soʊ,1
sewage,,0
sewer,suɚ,1
sewerage,suɚɪdʒ,1
sewing,soʊɪŋ,1
sex,sɛks,1
sexism,sɛksɪzəm,1
sexist,sɛksɪst,1
sexless,,0
sextet,sɛkstɛt,1
sexton,sɛkstən,1
sextuplet,,0
sexual,sɛkʃuəl,1
sexuality,sɛkʃuæləti,1
sexually,sɛkʃuəli,1
sexy,sɛksi,1
shabby,ʃæbi,1
shack,ʃæk,1
shackle,ʃækəl,1
shackles,ʃækəlz,1
shad,ʃæd,1
shade,ʃeɪd,1
shaded,ʃeɪdɪd,1
shades,ʃeɪdz,1
shadow,ʃædoʊ,1
shadowy,ʃædoʊi,1
shady,ʃeɪdi,1
shaft,ʃæft,1
shag,ʃæɡ,1
shaggy,ʃæɡi,1
shake,ʃeɪk,1
shakedown,ʃeɪkdaʊn,1
shaken,ʃeɪkən,1
shaker,ʃeɪkɚ,1
shakeup,,0
shaky,ʃeɪki,1
shale,ʃeɪl,1
shall,ʃæl,2
shallow,ʃæloʊ,1
shallowness,ʃæloʊnəs,1
shalom,,0
sham,ʃæm,1
shaman,ʃeɪmən,1
shamanism,,0
shamble,ʃæmbəl,1
shambles,ʃæmbəlz,1
shame,ʃeɪm,1
shameful,ʃeɪmfəl,1
shameless,ʃeɪmləs,1
shamelessly,ʃeɪmləsli,1
shaming,ʃeɪmɪŋ,1
shampoo,ʃæmpu,1
shamrock,ʃæmɹɑk,1
shandy,ʃændi,1
shanghai,ʃæŋhaɪ,1
shank,ʃæŋk,1
shanty,ʃænti,1
shantytown,ʃæntitaʊn,1
shape,ʃeɪp,1
shaped,ʃeɪpt,1
shapeless,ʃeɪpləs,1
shapely,ʃeɪpli,1
shard,ʃɑɹd,1
share,ʃɛɹ,1
sharecropper,ʃɛɹkɹɑpɚ,1
shared,ʃɛɹd,1
shareholder,ʃɛɹhoʊldɚ,1
sharia,,0
shark,ʃɑɹk,1
sharp,ʃɑɹp,1
sharpen,ʃɑɹpən,1
sharply,ʃɑɹpli,1
sharpness,ʃɑɹpnəs,1
sharpshooter,ʃɑɹpʃutɚ,1
shashlik,ʃɑʃlɪk,1
shatter,ʃætɚ,1
shattered,ʃætɚd,1
shattering,ʃætɚɪŋ,1
shatterproof,ʃætɚpɹuf,1
shave,ʃeɪv,1
shaven,ʃeɪvən,1
shaver,ʃeɪvɚ,1
shaving,ʃeɪvɪŋ,1
shavings,ʃeɪvɪŋz,1
shaw,,0
shawl,,0
she,ʃi,2
sheaf,ʃif,1
shear,ʃɪɹ,1
shearing,ʃɪɹɪŋ,1
shears,,0
sheath,ʃiθ,1
sheathe,ʃið,1
sheathing,ʃiðɪŋ,1
sheaves,ʃivz,1
shed,ʃɛd,1
sheen,ʃin,1
sheep,ʃip,1
sheepish,ʃipɪʃ,1
sheepishly,ʃipɪʃli,1
sheepskin,ʃipskɪn,1
sheer,ʃɪɹ,1
sheet,ʃit,1
sheeting,ʃitɪŋ,1
sheik,ʃik,1
sheikh,,0
sheila,ʃilə,1
shekel,ʃɛkəl,1
shelf,ʃɛlf,1
shell,ʃɛl,1
shellac,,0
shellacking,,0
shellfish,ʃɛlfɪʃ,1
shelling,ʃɛlɪŋ,1
shelly,ʃɛli,1
shelter,ʃɛltɚ,1
sheltered,ʃɛltɚd,1
shelve,ʃɛlv,1
shelves,ʃɛlvz,1
shelving,ʃɛlvɪŋ,1
shenanigans,ʃənænɪɡənz,1
shepherd,ʃɛpɚd,1
sherbet,ʃɝbət,1
sheriff,ʃɛɹəf,4
sherry,ʃɛɹi,1
shied,,0
shield,ʃild,1
shielding,ʃildɪŋ,1
shies,,0
shift,ʃɪft,1
shifting,ʃɪftɪŋ,1
shiftless,,0
shifty,ʃɪfti,1
shill,ʃɪl,1
shilling,ʃɪlɪŋ,1
shim,ʃɪm,1
shimmer,ʃɪmɚ,1
shimmering,ʃɪmɚɪŋ,1
shimmy,ʃɪmi,1
shin,ʃɪn,1
shinbone,ʃɪnboʊn,1
shindig,ʃɪndɪɡ,1
shine,ʃaɪn,1
shiner,ʃaɪnɚ,1
shingle,ʃɪŋɡəl,1
shining,ʃaɪnɪŋ,1
shiny,ʃaɪni,1
ship,ʃɪp,1
shipboard,ʃɪpbɔɹd,1
shipbuilder,ʃɪpbɪldɚ,1
shipbuilding,ʃɪpbɪldɪŋ,1
shipmate,ʃɪpmeɪt,1
shipment,ʃɪpmənt,1
shipper,ʃɪpɚ,1
shipping,ʃɪpɪŋ,1
shipshape,ʃɪpʃeɪp,1
shipwreck,ʃɪpɹɛk,1
shipyard,ʃɪpjɑɹd,1
shire,ʃaɪɹ,1
shirk,ʃɝk,1
shirt,ʃɝt,1
shirtsleeve,ʃɝtsliv,1
shit,ʃɪt,1
shithead,,0
shitty,ʃɪti,1
shiver,ʃɪvɚ,1
shock,ʃɑk,1
shocked,ʃɑkt,1
shocker,ʃɑkɚ,1
shocking,ʃɑkɪŋ,1
shod,ʃɑd,1
shoddy,ʃɑdi,1
shoe,ʃu,1
shoehorn,ʃuhɔɹn,1
shoelace,ʃuleɪs,1
shoemaker,ʃumeɪkɚ,1
shoestring,ʃustɹɪŋ,1
shogun,ʃoʊɡən,1
shoji,ʃoʊdʒi,1
shone,ʃoʊn,1
shoo,ʃu,1
shook,ʃʊk,1
shoot,ʃut,1
shooter,ʃutɚ,1
shooting,ʃutɪŋ,1
shootout,ʃutaʊt,1
shop,ʃɑp,1
shopkeeper,ʃɑpkipɚ,1
shoplift,ʃɑplɪft,1
shoplifter,ʃɑplɪftɚ,1
shoplifting,ʃɑplɪftɪŋ,1
shopper,ʃɑpɚ,1
shopping,ʃɑpɪŋ,1
shopworn,ʃɑpwɔɹn,1
shore,ʃɔɹ,1
shoreline,ʃɔɹlaɪn,1
shorn,ʃɔɹn,1
short,ʃɔɹt,1
shortage,,0
shortcake,ʃɔɹtkeɪk,1
shortchange,ʃɔɹttʃeɪndʒ,1
shortcoming,,0
shortcut,,0
shorten,ʃɔɹtən,1
shortening,,0
shortfall,ʃɔɹtfɔl,2
shorthand,ʃɔɹthænd,1
shortly,ʃɔɹtli,1
shortness,ʃɔɹtnəs,1
shorts,ʃɔɹts,1
shortsighted,ʃɔɹtsaɪtɪd,1
shortsightedness,,0
shortstop,ʃɔɹtstɑp,1
shortwave,ʃɔɹtweɪv,1
shorty,ʃɔɹti,1
shot,ʃɑt,1
shotgun,,0
should,ʃʊd,2
shoulder,ʃoʊldɚ,1
shoulders,,0
shout,ʃaʊt,1
shouting,ʃaʊtɪŋ,1
shove,ʃʌv,1
shovel,ʃʌvəl,1
show,ʃoʊ,1
showbiz,ʃoʊbɪz,1
showboat,ʃoʊboʊt,1
showcase,ʃoʊkeɪs,1
showdown,ʃoʊdaʊn,1
shower,ʃaʊɚ,1
showgirl,ʃoʊɡɝl,1
showing,ʃoʊɪŋ,1
showman,ʃoʊmən,1
showmanship,ʃoʊmənʃɪp,1
shown,ʃoʊn,1
showpiece,ʃoʊpis,1
showroom,,0
showy,ʃoʊi,1
shrank,ʃɹæŋk,1
shrapnel,ʃɹæpnəl,1
shred,ʃɹɛd,1
shredded,,0
shredder,ʃɹɛdɚ,1
shrewd,ʃɹud,1
shrewdly,ʃɹudli,1
shrewdness,ʃɹudnəs,1
shriek,ʃɹik,1
shrill,ʃɹɪl,1
shrimp,ʃɹɪmp,1
shrine,ʃɹaɪn,1
shrink,ʃɹɪŋk,1
shrinkage,ʃɹɪŋkɪdʒ,1
shrivel,ʃɹɪvəl,1
