,CMU Word,CMU IPAs,Cambridge IPAs,CMU (Toolkit),Cambridge (Toolkit),Matched Pronunciations (IPA),Matched Pronunciations (Toolkit),Pronunciation Matches,Alternate Pronunciation,Root From Cambridge,Missing From Cambridge,Top Pronunciation (ALL),Top Pronunciation (ALT ONLY)
47831,thanked,['θæŋkt'],['θæŋk'],['T@Nkt'],['T@Nk'],[],[],[],0,1,0,1,0
47834,thanking,['θæŋkɪŋ'],['θæŋk'],['T@Nk1N'],['T@Nk'],[],[],[],0,1,0,1,0
47846,thawed,['θɔd'],"['θɑ', 'θɑ']",['Tcd'],['Ta'],[],[],[],0,1,0,1,0
47847,thawing,['θɔɪŋ'],"['θɑ', 'θɑ']",['T2N'],['Ta'],[],[],[],0,1,0,1,0
47848,thaws,['θɔz'],"['θɑ', 'θɑ', 'θɑ', 'θɔ']",['Tcz'],"['Ta', 'Tc']",[],[],[],0,1,0,1,0
47850,the,['ðʌ'],"['stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'stɹong', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði', 'ðə', 'ði']",['D^'],"['', 'De', 'Di']",[],[],[],1,0,0,0,0
47852,theater,"['θieɪtɝ', 'θieɪtɚ']","['θiətɚ', 'θiətɚ', 'θiətəɹ', 'θiətəɹ']",['Ti8t3r'],"['Tiet3r', 'Tieter']",[],[],[],0,0,0,1,0
47853,theatergoer,"['θieɪtɝɡoʊɝ', 'θieɪtɝɡoʊɚ', 'θieɪtɚɡoʊɝ', 'θieɪtɚɡoʊɚ']",['θiətɚɡoʊɚ'],['Ti8t3rgo3r'],['Tiet3rgo3r'],[],[],[],0,0,0,1,0
47854,theaters,"['θiətɝz', 'θiətɚz']","['θiətɚ', 'θiətɚ', 'θiətəɹ', 'θiətəɹ']",['Tiet3rz'],"['Tiet3r', 'Tieter']",[],[],[],0,1,0,1,0
47856,theatres,"['θiətɝz', 'θiətɚz']","['θiətɚ', 'θiətɚ', 'θiətəɹ', 'θiətəɹ']",['Tiet3rz'],"['Tiet3r', 'Tieter']",[],[],[],0,1,0,1,0
47859,theatricality,['θiætɹəkæləti'],"['θiætɹɪkæləti', 'θiætɹɪkæləti']",['Ti@trek@leti'],['Ti@tr1k@leti'],[],[],[],0,0,0,1,0
47861,theatrics,['θitɹɪks'],"['θiætɹɪks', 'θiætɹɪks']",['Titr1ks'],['Ti@tr1ks'],[],[],[],0,0,0,1,0
47864,thefts,['θɛfts'],"['θɛft', 'θɛft', 'θɛft']",['TEfts'],['TEft'],[],[],[],0,1,0,1,0
47871,thematically,['θəmætɪkli'],['θimætɪkəli'],['Tem@t1kli'],['Tim@t1keli'],[],[],[],0,0,0,1,0
47874,themes,['θimz'],"['θim', 'θim', 'θim', 'θim', 'θim', 'θim', 'θim', 'θim']",['Timz'],['Tim'],[],[],[],0,1,0,1,0
47881,theologian,['θiəloʊdʒiən'],"['θiəloʊdʒən', 'θiəloʊdʒən']",['TieloGien'],['TieloGen'],[],[],[],0,0,0,1,0
47882,theologians,['θiəloʊdʒənz'],"['θiəloʊdʒən', 'θiəloʊdʒən']",['TieloGenz'],['TieloGen'],[],[],[],0,1,0,1,0
47884,theologically,"['θiəlɑdʒɪkli', 'θiəlɒdʒɪkli']",['θiəlɑdʒɪkəli'],['TielaG1kli'],['TielaG1keli'],[],[],[],0,0,0,1,0
47886,theorem,['θɪɹəm'],"['θiɹəm', 'θɪəɹəm']",['T1rem'],"['T1erem', 'Tirem']",[],[],[],0,0,0,1,0
47887,theoretical,"['θiɝɛtɪkəl', 'θiɚɛtɪkəl']","['θiəɹɛtəkəl', 'θiəɹɛtəkəl', 'θiəɹɛtɪkəl']",['Ti3rEt1kel'],"['TierEtekel', 'TierEt1kel']",[],[],[],0,0,0,1,0
47888,theoretically,"['θiɝɛtɪkəli', 'θiɚɛtɪkəli']",['θiəɹɛtəkəli'],['Ti3rEt1keli'],['TierEtekeli'],[],[],[],1,0,0,1,1
47889,theoretically,"['θiɝɛtɪkli', 'θiɚɛtɪkli']",['θiəɹɛtəkəli'],['Ti3rEt1kli'],['TierEtekeli'],[],[],[],1,0,0,0,0
47890,theories,['θɪɹiz'],"['θɪɹi', 'θɪɹi', 'θɪəɹi', 'θiəɹi']",['T1riz'],"['T1eri', 'T1ri', 'Tieri']",[],[],[],1,1,0,1,1
47891,theories,"['θiɝiz', 'θiɚiz']","['θɪɹi', 'θɪɹi', 'θɪəɹi', 'θiəɹi']",['Ti3riz'],"['T1eri', 'T1ri', 'Tieri']",[],[],[],1,1,0,0,0
47893,theorists,"['θiɝɪsts', 'θiɚɪsts']","['θiɚɪst', 'θɪəɹɪst', 'θiəɹɪst']",['Ti3r1sts'],"['Ti3r1st', 'Tier1st', 'T1er1st']",[],[],[],0,1,0,1,0
47894,theorize,"['θiɝaɪz', 'θiɚaɪz']","['θɪɹaɪz', 'θiəɹɑɪz']",['Ti3r5z'],"['Tiera1z', 'T1r5z']",[],[],[],0,0,0,1,0
47895,theorized,"['θiɝaɪzd', 'θiɚaɪzd']",['θɪɹaɪz'],['Ti3r5zd'],['T1r5z'],[],[],[],0,1,0,1,0
47896,theorizes,"['θiɝaɪzɪz', 'θiɚaɪzɪz']","['θɪɹaɪz', 'θiəɹɑɪz']",['Ti3r5z1z'],"['Tiera1z', 'T1r5z']",[],[],[],0,1,0,1,0
47897,theorizing,"['θiɝaɪzɪŋ', 'θiɚaɪzɪŋ']",['θɪɹaɪz'],['Ti3r5z1N'],['T1r5z'],[],[],[],0,1,0,1,0
47899,theory,"['θiɝi', 'θiɚi']","['θɪɹi', 'θɪəɹi', 'θiəɹi']",['Ti3ri'],"['T1eri', 'T1ri', 'Tieri']",[],[],[],1,0,0,0,0
47902,therapeutically,['θɛɹəpjutɪkli'],['θɛɹəpjutɪkəli'],['TErepjut1kli'],['TErepjut1keli'],[],[],[],1,0,0,0,0
47904,therapies,['θɛɹəpiz'],"['θɛɹəpi', 'θɛɹəpi']",['TErepiz'],['TErepi'],[],[],[],0,1,0,1,0
47906,therapists,['θɛɹəpɪsts'],['θɛɹəpɪst'],['TErep1sts'],['TErep1st'],[],[],[],0,1,0,1,0
47914,thereof,['ðɛɹʌv'],"['ðɛɹɑv', 'ðɛəɹʌv']",['DEr^v'],"['DEer^v', 'DErav']",[],[],[],0,0,0,1,0
47915,thereon,['ðɛɹɔn'],['ðɛɹɑn'],['DErcn'],['DEran'],[],[],[],0,0,0,1,0
47922,thermometers,"['θɝmɑmətɝz', 'θɝmɑmətɚz', 'θɝmɒmətɝz', 'θɝmɒmətɚz', 'θɚmɑmətɝz', 'θɚmɑmətɚz', 'θɚmɒmətɝz', 'θɚmɒmətɚz']","['θɚmɑmətɚ', 'θəɹmɑmɪtəɹ']",['T3rmamet3rz'],"['T3rmamet3r', 'Termam1ter']",[],[],[],0,1,0,1,0
47924,thermoplastic,"['θɝməplæstɪk', 'θɚməplæstɪk']",['θɝmoʊplæstɪk'],['T3rmepl@st1k'],['T3rmopl@st1k'],[],[],[],0,0,0,1,0
47936,thew,['θu'],['θju'],['Tu'],['Tju'],[],[],[],0,0,0,1,0
47940,thickened,['θɪkənd'],['θɪkən'],['T1kend'],['T1ken'],[],[],[],0,1,0,1,0
47943,thickening,['θɪknɪŋ'],"['θɪkənɪŋ', 'θɪkənɪŋ', 'θɪkənɪŋ']",['T1kn1N'],['T1ken1N'],[],[],[],1,0,0,0,0
47944,thickens,['θɪkənz'],"['θɪkən', 'θɪkən']",['T1kenz'],['T1ken'],[],[],[],0,1,0,1,0
47945,thicker,"['θɪkɝ', 'θɪkɚ']","['θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk']",['T1k3r'],['T1k'],[],[],[],0,1,0,1,0
47946,thickest,['θɪkɪst'],"['θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk', 'θɪk']",['T1k1st'],['T1k'],[],[],[],0,1,0,1,0
47948,thickets,['θɪkəts'],"['θɪkɪt', 'θɪkɪt']",['T1kets'],['T1k1t'],[],[],[],0,1,0,1,0
47956,thighs,['θaɪz'],"['θaɪ', 'θɑɪ']",['T5z'],"['T5', 'Ta1']",[],[],[],0,1,0,1,0
47962,things,['θɪŋz'],"['θɪŋ', 'θɪŋ', 'θɪŋ', 'θɪŋ', 'θɪŋ', 'θɪŋ', 'θɪŋ', 'θɪŋ']",['T1Nz'],['T1N'],[],[],[],0,0,0,1,0
47966,thinkers,"['θɪŋkɝz', 'θɪŋkɚz']","['θɪŋkɚ', 'θɪŋkəɹ']",['T1Nk3rz'],"['T1Nk3r', 'T1Nker']",[],[],[],0,1,0,1,0
47968,thinks,['θɪŋks'],"['θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk', 'θɪŋk']",['T1Nks'],['T1Nk'],[],[],[],0,1,0,1,0
47972,thinness,['θɪnnɪs'],"['θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs']",['T1nn1s'],['T1nnes'],[],[],[],1,0,0,1,1
47973,thinness,['θɪnɪs'],"['θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs', 'θɪnnəs']",['T1n1s'],['T1nnes'],[],[],[],1,0,0,0,0
47976,thins,['θɪnz'],"['θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn', 'θɪn']",['T1nz'],['T1n'],[],[],[],0,1,0,1,0
47980,thirds,"['θɝdz', 'θɚdz']","['θɝd', 'θɜɹd', 'θɜɹd']",['T3rdz'],"['', 'T3rd']",[],[],[],0,1,0,1,0
47987,thirteenths,"['θɝtinθs', 'θɚtinθs']","['θɝtinθ', 'θɜɹttinθ', 'θɜɹttinθ']",['T3rtinTs'],"['T3rtinT', '']",[],[],[],0,1,0,1,0
47989,thirtieth,"['θɝtiɛθ', 'θɚtiɛθ']","['θɝtiəθ', 'θɜɹtiɪθ', 'θɜɹtiɪθ']",['T3rtiET'],"['', 'T3rtieT']",[],[],[],0,0,0,1,0
47990,thirty,"['θɝdi', 'θɚdi']","['θɝti', 'θɜɹti']",['T3rdi'],"['', 'T3rti']",[],[],[],0,0,0,1,0
47994,thistles,['θɪsəlz'],"['θɪsəl', 'θɪsəl']",['T1selz'],['T1sel'],[],[],[],0,1,0,1,0
48001,thoracic,['θɔɹæsɪk'],"['θəɹæsɪk', 'θəɹæsɪk']",['Tcr@s1k'],['Ter@s1k'],[],[],[],0,0,0,1,0
48005,thorns,['θɔɹnz'],"['θɔɹn', 'θɔɹn']",['Tcrnz'],['Tcrn'],[],[],[],0,1,0,1,0
48007,thorough,"['θɝoʊ', 'θɚoʊ']","['θɝə', 'θɝə', 'θɜɹoʊ', 'θʌɹ', 'θɜɹoʊ', 'θʌɹ']",['T3ro'],"['', 'T^r', 'T3re']",[],[],[],1,0,0,1,1
48008,thorough,['θɔɹoʊ'],"['θɝə', 'θɝə', 'θɜɹoʊ', 'θʌɹ', 'θɜɹoʊ', 'θʌɹ']",['Tcro'],"['', 'T^r', 'T3re']",[],[],[],1,0,0,0,0
48009,thoroughbred,"['θɝoʊbɹɛd', 'θɚoʊbɹɛd']","['θɝəbɹɛd', 'θɜɹəbɹɛd', 'θʌɹ']",['T3robrEd'],"['', 'T^r', 'T3rebrEd']",[],[],[],0,0,0,1,0
48010,thoroughbreds,"['θɝoʊbɹɛdz', 'θɚoʊbɹɛdz']","['θɝəbɹɛd', 'θɜɹəbɹɛd', 'θʌɹ']",['T3robrEdz'],"['', 'T^r', 'T3rebrEd']",[],[],[],0,1,0,1,0
48011,thoroughfare,"['θɝoʊfɛɹ', 'θɚoʊfɛɹ']","['θɝəfɛɹ', 'θɜɹəfɛəɹ', 'θʌɹ']",['T3rofEr'],"['', 'T3refEr', 'T^r']",[],[],[],0,0,0,1,0
48012,thoroughfares,"['θɝoʊfɛɹz', 'θɚoʊfɛɹz']","['θɝəfɛɹ', 'θɝəfɛɹ', 'θɜɹəfɛəɹ', 'θʌɹ']",['T3rofErz'],"['', 'T3refEr', 'T^r']",[],[],[],0,1,0,1,0
48013,thoroughly,"['θɝoʊli', 'θɚoʊli']","['θɝəli', 'θɝəli', 'θɜɹəli', 'θʌɹ', 'θɜɹəli', 'θʌɹ']",['T3roli'],"['', 'T^r', 'T3reli']",[],[],[],0,0,0,1,0
48014,thoroughness,"['θɝoʊnəs', 'θɚoʊnəs']","['θɝənəs', 'θɜɹənəs', 'θʌɹ']",['T3rones'],"['', 'T^r', 'T3renes']",[],[],[],0,0,0,1,0
48022,thoughtfulness,['θɔtfəlnɪs'],"['θɑtfəlnəs', 'θɑtfəlnəs', 'θɑtfəlnəs', 'θɔtfəlnəs']",['Tctfeln1s'],"['Tatfelnes', 'Tctfelnes']",[],[],[],0,0,0,1,0
48024,thoughts,['θɔts'],"['θɑt', 'θɔt']",['Tcts'],"['Tat', 'Tct']",[],[],[],0,1,0,1,0
48027,thousand,['θaʊzən'],"['θaʊzənd', 'θɑʊzənd']",['TOzen'],"['TaUzend', 'TOzend']",[],[],[],1,0,0,0,0
48030,thousandth,['θaʊzəndθ'],"['θaʊzənθ', 'θɑʊzənθ', 'θɑʊzənθ']",['TOzendT'],"['TOzenT', 'TaUzenT']",[],[],[],1,0,0,1,1
48032,thousandths,['θaʊzəndθs'],"['θaʊzənθ', 'θɑʊzənθ', 'θɑʊzənθ']",['TOzendTs'],"['TOzenT', 'TaUzenT']",[],[],[],1,1,0,1,1
48033,thousandths,['θaʊzənθs'],"['θaʊzənθ', 'θɑʊzənθ', 'θɑʊzənθ']",['TOzenTs'],"['TOzenT', 'TaUzenT']",[],[],[],1,1,0,0,0
48036,thrashed,['θɹæʃt'],"['θɹæʃ', 'θɹæʃ', 'θɹæʃ', 'θɹæʃ']",['Tr@St'],['Tr@S'],[],[],[],0,1,0,1,0
48038,thrashes,['θɹæʃɪz'],"['θɹæʃ', 'θɹæʃ', 'θɹæʃ', 'θɹæʃ', 'θɹæʃ', 'θɹæʃ', 'θɹæʃ']",['Tr@S1z'],['Tr@S'],[],[],[],0,1,0,1,0
48042,threaded,['θɹɛdəd'],"['θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd']",['TrEded'],['TrEd'],[],[],[],1,1,0,1,1
48043,threaded,['θɹɛdɪd'],"['θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd', 'θɹɛd']",['TrEd1d'],['TrEd'],[],[],[],1,1,0,0,0
48050,threatening,['θɹɛtnɪŋ'],"['θɹɛtənɪŋ', 'θɹɛtənɪŋ', 'θɹɛtənɪŋ', 'θɹɛtənɪŋ']",['TrEtn1N'],['TrEten1N'],[],[],[],1,0,0,0,0
48051,threatens,['θɹɛtənz'],"['θɹɛtən', 'θɹɛtən', 'θɹɛtən', 'θɹɛtən', 'θɹɛtən']",['TrEtenz'],['TrEten'],[],[],[],0,1,0,1,0
48052,threats,['θɹɛts'],"['θɹɛt', 'θɹɛt', 'θɹɛt', 'θɹɛt']",['TrEts'],['TrEt'],[],[],[],0,1,0,1,0
48055,threes,['θɹiz'],"['θɹi', 'θɹi', 'θɹi']",['Triz'],['Tri'],[],[],[],0,1,0,1,0
48060,thresholds,['θɹɛʃoʊldz'],"['θɹɛʃhoʊld', 'θɹɛʃhoʊld', 'θɹɛʃoʊld', 'θɹɛʃhoʊld', 'θɹɛʃoʊld', 'θɹɛʃhoʊld']",['TrESoldz'],"['TrESold', 'TrEShold']",[],[],[],0,1,0,1,0
48064,thrifts,['θɹɪfts'],"['θɹɪft', 'θɹɪft', 'θɹɪft', 'θɹɪft', 'θɹɪft']",['Tr1fts'],['Tr1ft'],[],[],[],1,1,0,1,1
48065,thrifts,['θɹɪfs'],"['θɹɪft', 'θɹɪft', 'θɹɪft', 'θɹɪft', 'θɹɪft']",['Tr1fs'],['Tr1ft'],[],[],[],1,1,0,0,0
48070,thrillers,"['θɹɪlɝz', 'θɹɪlɚz']","['θɹɪlɚ', 'θɹɪləɹ']",['Tr1l3rz'],"['Tr1l3r', 'Tr1ler']",[],[],[],0,1,0,1,0
48072,thrills,['θɹɪlz'],"['θɹɪl', 'θɹɪl']",['Tr1lz'],['Tr1l'],[],[],[],0,1,0,1,0
48074,thrived,['θɹaɪvd'],"['θɹaɪv', 'θɹɑɪv']",['Tr5vd'],"['Tr5v', 'Tra1v']",[],[],[],0,1,0,1,0
48075,thrives,['θɹaɪvz'],"['θɹaɪv', 'θɹɑɪv']",['Tr5vz'],"['Tr5v', 'Tra1v']",[],[],[],0,1,0,1,0
48078,throats,['θɹoʊts'],"['θɹoʊt', 'θɹoʊt']",['Trots'],['Trot'],[],[],[],0,1,0,1,0
48085,thrombosis,"['θɹɑmboʊsəs', 'θɹɒmboʊsəs']",['θɹɑmboʊsɪs'],['Tramboses'],['Trambos1s'],[],[],[],0,0,0,1,0
48088,throngs,['θɹɔŋz'],"['θɹɑŋ', 'θɹɔŋ', 'θɹɑŋ']",['TrcNz'],"['TraN', 'TrcN']",[],[],[],0,1,0,1,0
48090,throttled,"['θɹɑtəld', 'θɹɒtəld']","['θɹɑtəl', 'θɹɑtəl']",['Trateld'],['Tratel'],[],[],[],0,1,0,1,0
48091,throttles,"['θɹɑtəlz', 'θɹɒtəlz']","['θɹɑtəl', 'θɹɑtəl']",['Tratelz'],['Tratel'],[],[],[],0,1,0,1,0
48092,throttling,"['θɹɑtəlɪŋ', 'θɹɒtəlɪŋ']","['θɹɑtəl', 'θɹɑtəl']",['Tratel1N'],['Tratel'],[],[],[],1,1,0,1,1
48093,throttling,"['θɹɑtlɪŋ', 'θɹɒtlɪŋ']","['θɹɑtəl', 'θɹɑtəl']",['Tratl1N'],['Tratel'],[],[],[],1,1,0,0,0
48103,throwing,['θɹoʊɪŋ'],"['θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ']",['Tro1N'],['Tro'],[],[],[],0,1,0,1,0
48105,throws,['θɹoʊz'],"['θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ', 'θɹoʊ']",['Troz'],['Tro'],[],[],[],0,1,0,1,0
48111,thrusting,['θɹʌstɪŋ'],"['θɹʌst', 'θɹʌst']",['Tr^st1N'],['Tr^st'],[],[],[],0,1,0,1,0
48112,thrusts,['θɹʌsts'],"['θɹʌst', 'θɹʌst']",['Tr^sts'],['Tr^st'],[],[],[],0,1,0,1,0
48117,thugs,['θʌɡz'],"['θʌɡ', 'θʌɡ']",['T^gz'],['T^g'],[],[],[],0,1,0,1,0
48122,thumbs,['θʌmz'],"['θʌm', 'θʌm', 'θʌm', 'θʌm']",['T^mz'],['T^m'],[],[],[],0,1,0,1,0
48124,thumped,['θʌmpt'],"['θʌmp', 'θʌmp', 'θʌmp', 'θʌmp']",['T^mpt'],['T^mp'],[],[],[],0,1,0,1,0
48125,thumper,"['θʌmpɝ', 'θʌmpɚ']",['baɪbəlθʌmpɚ'],['T^mp3r'],['b5belT^mp3r'],[],[],[],0,1,0,1,0
48127,thumps,['θʌmps'],"['θʌmp', 'θʌmp', 'θʌmp', 'θʌmp', 'θʌmp']",['T^mps'],['T^mp'],[],[],[],0,1,0,1,0
48130,thunderbolt,"['θʌndɝbɔlt', 'θʌndɚbɔlt']","['θʌndɚboʊlt', 'θʌndɚboʊlt', 'θʌndəɹboʊlt']",['T^nd3rbclt'],"['T^nd3rbolt', 'T^nderbolt']",[],[],[],0,0,0,1,0
48131,thundered,"['θʌndɝd', 'θʌndɚd']","['θʌndɚ', 'θʌndɚ', 'θʌndɚ']",['T^nd3rd'],['T^nd3r'],[],[],[],0,1,0,1,0
48134,thunders,"['θʌndɝz', 'θʌndɚz']","['θʌndɚ', 'θʌndɚ', 'θʌndəɹ']",['T^nd3rz'],"['T^nder', 'T^nd3r']",[],[],[],0,1,0,1,0
48138,thunderstorms,"['θʌndɝstɔɹmz', 'θʌndɚstɔɹmz']","['θʌndɚstɔɹm', 'θʌndəɹstɔɹm']",['T^nd3rstcrmz'],"['T^nderstcrm', 'T^nd3rstcrm']",[],[],[],0,1,0,1,0
48139,thunderstruck,"['θʌndɝstɹək', 'θʌndɚstɹək']",['θʌndɚstɹʌk'],['T^nd3rstrek'],['T^nd3rstr^k'],[],[],[],0,0,0,1,0
48141,thursday,"['θɝzdi', 'θɚzdi']","['θɝzdeɪ', 'θɜɹzdeɪ', 'di']",['T3rzdi'],"['', 'di', 'T3rzd8']",[],[],[],1,0,0,0,0
48142,thursdays,"['θɝzdeɪz', 'θɚzdeɪz']","['θɝzdeɪ', 'θɜɹzdeɪ', 'di']",['T3rzd8z'],"['', 'di', 'T3rzd8']",[],[],[],1,1,0,1,1
48143,thursdays,"['θɝzdiz', 'θɚzdiz']","['θɝzdeɪ', 'θɜɹzdeɪ', 'di']",['T3rzdiz'],"['', 'di', 'T3rzd8']",[],[],[],1,1,0,0,0
48147,thwarted,['θwɔɹtəd'],['θwɔɹt'],['Twcrted'],['Twcrt'],[],[],[],1,1,0,1,1
48148,thwarted,['θwɔɹtɪd'],['θwɔɹt'],['Twcrt1d'],['Twcrt'],[],[],[],1,1,0,0,0
48149,thwarting,['θwɔɹtɪŋ'],['θwɔɹt'],['Twcrt1N'],['Twcrt'],[],[],[],0,1,0,1,0
48151,thyme,['θaɪm'],"['taɪm', 'tɑɪm']",['T5m'],"['t5m', 'ta1m']",[],[],[],0,0,0,1,0
48155,tiara,"['tiɑɹə', 'tiɒɹə']","['tiɛɹə', 'tiæɹə', 'ɑɹə', 'ɛəɹə']",['tiare'],"['ti@re', 'are', 'tiEre', 'Eere']",[],[],[],0,0,0,1,0
48156,tiaras,"['tiɑɹəz', 'tiɒɹəz']","['tiɛɹə', 'tiæɹə', 'ɑɹə', 'ɛəɹə']",['tiarez'],"['ti@re', 'are', 'tiEre', 'Eere']",[],[],[],0,1,0,1,0
48159,tibet,['təbɛt'],['tɪbɛt'],['tebEt'],['t1bEt'],[],[],[],0,0,0,1,0
48161,tibetans,['təbɛtənz'],['tɪbɛtən'],['tebEtenz'],['t1bEten'],[],[],[],0,1,0,1,0
48163,tibia,['tɪbjə'],['tɪbiə'],['t1bje'],['t1bie'],[],[],[],1,0,0,0,0
48166,ticked,['tɪkt'],"['tɪk', 'tɪk']",['t1kt'],['t1k'],[],[],[],0,1,0,1,0
48168,ticket,['tɪkət'],"['tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt']",['t1ket'],['t1k1t'],[],[],[],1,0,0,1,1
48171,ticketing,['tɪkətɪŋ'],['tɪkɪtɪŋ'],['t1ket1N'],['t1k1t1N'],[],[],[],0,0,0,1,0
48172,tickets,['tɪkəts'],"['tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt']",['t1kets'],['t1k1t'],[],[],[],1,1,0,1,1
48173,tickets,['tɪkɪts'],"['tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt', 'tɪkɪt']",['t1k1ts'],['t1k1t'],[],[],[],1,1,0,0,0
48176,tickled,['tɪkəld'],"['tɪkəl', 'tɪkəl', 'tɪkəl']",['t1keld'],['t1kel'],[],[],[],0,1,0,1,0
48177,tickles,['tɪkəlz'],"['tɪkəl', 'tɪkəl', 'tɪkəl', 'tɪkəl', 'tɪkəl']",['t1kelz'],['t1kel'],[],[],[],0,1,0,1,0
48179,ticks,['tɪks'],"['tɪk', 'tɪk', 'tɪk', 'tɪk', 'tɪk', 'tɪk']",['t1ks'],['t1k'],[],[],[],0,1,0,1,0
48180,tics,['tɪks'],"['tɪk', 'tɪk']",['t1ks'],['t1k'],[],[],[],0,1,0,1,0
48183,tidbits,['tɪdbɪts'],"['tɪdbɪt', 'tɪdbɪt']",['t1db1ts'],['t1db1t'],[],[],[],0,1,0,1,0
48184,tiddly,['tɪdli'],"['tɪdəli', 'tɪdəli']",['t1dli'],['t1deli'],[],[],[],0,0,0,1,0
48185,tiddlywinks,['tɪdlɪwɪŋks'],['tɪdəliwɪŋks'],['t1dl1w1Nks'],['t1deliw1Nks'],[],[],[],1,0,0,1,1
48186,tiddlywinks,['tɪdliwɪŋks'],['tɪdəliwɪŋks'],['t1dliw1Nks'],['t1deliw1Nks'],[],[],[],1,0,0,0,0
48188,tides,['taɪdz'],"['taɪd', 'taɪd', 'taɪd', 'tɑɪd', 'tɑɪd']",['t5dz'],"['ta1d', 't5d']",[],[],[],0,1,0,1,0
48193,tied,['taɪd'],"['taɪ', 'taɪ', 'taɪ', 'taɪ', 'taɪ', 'tɑɪ', 'tɑɪ']",['t5d'],"['ta1', 't5']",[],[],[],0,1,0,1,0
48196,tier,['tiɹ'],"['tɪɹ', 'tɪəɹ']",['tir'],"['t1r', 't1er']",[],[],[],0,0,0,1,0
48198,tiered,['tiɹd'],['tɪɹd'],['tird'],['t1rd'],[],[],[],0,1,0,1,0
48199,tiers,['tiɹz'],"['tɪɹ', 'tɪəɹ']",['tirz'],"['t1r', 't1er']",[],[],[],0,1,0,1,0
48207,tigers,"['taɪɡɝz', 'taɪɡɚz']","['taɪɡɚ', 'taɪɡɚ', 'tɑɪɡəɹ']",['t5g3rz'],"['t5g3r', 'ta1ger']",[],[],[],0,1,0,1,0
48210,tightened,['taɪtənd'],['taɪtən'],['t5tend'],['t5ten'],[],[],[],0,1,0,1,0
48215,tightens,['taɪtənz'],"['taɪtən', 'tɑɪtən', 'tɑɪtən', 'tɑɪtən']",['t5tenz'],"['ta1ten', 't5ten']",[],[],[],0,1,0,1,0
48216,tighter,"['taɪtɝ', 'taɪtɚ']","['taɪt', 'tɑɪt', 'tɑɪt', 'tɑɪt']",['t5t3r'],"['t5t', 'ta1t']",[],[],[],0,1,0,1,0
48217,tightest,['taɪtəst'],"['taɪt', 'tɑɪt', 'tɑɪt', 'tɑɪt']",['t5test'],"['t5t', 'ta1t']",[],[],[],0,1,0,1,0
48224,tigris,['taɪɡɹəs'],['taɪɡɹɪs'],['t5gres'],['t5gr1s'],[],[],[],0,0,0,1,0
48226,tikes,['taɪks'],['taɪk'],['t5ks'],['t5k'],[],[],[],0,1,0,1,0
48233,tiles,['taɪlz'],"['taɪl', 'tɑɪl']",['t5lz'],"['ta1l', 't5l']",[],[],[],0,1,0,1,0
