Word,Pronunciation
countermove, ˈkaʊnt̬ɚmuːv
counteroffensive, ˌkaʊnt̬ɚəˈfensɪv
counterpart, ˈkaʊnt̬ɚpɑːrt ˈkɑʊnt·ərˌpɑrt
counterpoint, ˈkaʊnt̬ɚpɔɪnt
counterproductive, ˌkaʊnt̬ɚprəˈdʌktɪv ˌkɑʊnt·ər·prəˈdʌk·tɪv
countertenor, ˈkaʊnt̬ɚˌtenɚ
counterterrorism, ˌkaʊnt̬ɚˈterərɪzəm ˌkɑʊn·tərˈter·əˌrɪz·əm
counterweight, ˈkaʊnt̬ɚweɪt
countess, ˈkaʊnt̬əs
countless, ˈkaʊntləs ˈkɑʊnt·ləs
country, ˈkʌntri ˈkʌntri ˈkʌntri ˈkʌntri ˈkʌn·tri ˈkʌn·tri
countryman, ˈkʌntrimən ˈkʌntrimən ˈkʌn·tri·mən
countryside, ˈkʌntrisaɪd ˈkʌn·triˌsɑɪd
county, ˈkaʊnt̬i ˈkɑʊnt·i
coup, kuː kuː ku
coupe, kuːp kuːp
couple, ˈkʌpəl ˈkʌpəl ˈkʌp·əl ˈkʌp·əl
coupling, ˈkʌplɪŋ
coupon," ˈkuːpɑːn ˈkuːpɑːn ˈku·pɑn, ˈkju-"
courage," ˈkɝːɪdʒ ˈkɜr·ɪdʒ, ˈkʌr·ɪdʒ"
courageous, kəˈreɪdʒəs
courageously, kəˈreɪdʒəsli
courier," ˈkʊriɚ ˈkʊriɚ ˈkʊər·i·ər, ˈkɜr·i-, ˈkʌr·i-"
course," kɔːrs kɔːrs kɔːrs kɔːrs kɔːrs kɔːrs kɔːrs kɔrs, koʊrs kɔrs, koʊrs kɔrs, koʊrs kɔrs, koʊrs kɔrs, koʊrs"
coursing, ˈkɔːrsɪŋ
court," kɔːrt kɔːrt kɔːrt kɔːrt kɔːrt kɔrt, koʊrt kɔrt, koʊrt kɔrt, koʊrt"
courteous, ˈkɝːt̬iəs kɜr·t̬i·əs
courtesy, ˈkɝːt̬əsi ˈkɜr·t̬ə·si
courthouse," ˈkɔːrthaʊs ˈkɔrtˌhɑʊs, ˈkoʊrt-"
courtier, ˈkɔːrt̬iɚ
courtly, ˈkɔːrtli ˈkɔːrtli
courtroom," ˈkɔːrtruːm ˈkɔrt·rum, ˈkoʊrt-, -rʊm"
courtship," ˈkɔːrtʃɪp ˈkɔrt·ʃɪp, ˈkoʊrt-"
courtyard," ˈkɔːrtjɑːrd ˈkɔrtˌjɑrd, ˈkoʊrt-"
cousin, ˈkʌzən ˈkʌzən ˈkʌzən ˈkʌz·ən
couture, kuːˈtʊr
couturier, kuːˈtʊrieɪ
cove, koʊv koʊv koʊv koʊv
coven, ˈkʌvən
covenant, ˈkʌvənənt ˈkʌvənənt ˈkʌv·ə·nənt
cover, ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌvɚ ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər ˈkʌv·ər
coverage, ˈkʌvɚɪdʒ ˈkʌvɚɪdʒ ˈkʌvɚɪdʒ ˈkʌvɚɪdʒ ˈkʌv·ər·ɪdʒ ˈkʌv·ər·ɪdʒ
coveralls, ˈkʌvɚɑːlz ˈkʌv·ərˌɔlz
covering, ˈkʌvɚɪŋ
covert," ˈkoʊvɝːt ˈkoʊ·vərt, koʊˈvɜrt"
covertly, koʊˈvɝːtli
coverup, ˈkʌv·ərˌʌp
covet, ˈkʌvət
coveted, ˈkʌv·ə·t̬ɪd
covey, ˈkʌvi ˈkʌvi
cow, kaʊ kaʊ kaʊ kaʊ kaʊ kɑʊ kɑʊ
coward, ˈkaʊɚd ˈkɑʊ·ərd
cowardice, ˈkaʊɚdɪs ˈkɑʊ·ər·dɪs
cowardly, ˈkaʊɚdli ˈkaʊɚdli
cowbell, ˈkaubel
cowboy, ˈkaʊbɔɪ ˈkaʊbɔɪ ˈkɑʊˌbɔɪ
cowed, kaʊd
cower," ˈkaʊɚ ˈkɑʊ·ər, kɑʊər"
cowgirl, ˈkaʊɡɝːl
cowl, kaʊl kaʊl kaʊl
cowlick, ˈkaʊlɪk
cowling, ˈkaʊlɪŋ
cowman, ˈkaʊmən ˈkaʊmən
cox, kɑːks
coy, kɔɪ kɔɪ kɔɪ
coyly, ˈkɔɪli ˈkɔɪli
coyote," kaɪˈoʊt̬i kaɪˈoʊt̬i kɑɪˈoʊt̬·i, ˈkɑɪ·oʊt"
cozy, ˈkoʊzi ˈkoʊ·zi
crab, kræb kræb kræb
crabbed, kræbd
crabby, ˈkræbi
crabmeat, ˈkræbmiːt
crack, kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk kræk
crackdown, ˈkrækdaʊn ˈkrækˌdɑʊn
cracked, krækt krækt krækt krækt
cracker, ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkrækɚ ˈkræk·ər
crackerjack, ˈkrækɚdʒæk
crackers, ˈkrækɚz
crackhead, ˈkrækhed
cracking, ˈkrækɪŋ ˈkræk·ɪŋ
crackle, ˈkrækəl ˈkræk·əl
crackling, ˈkræklɪŋ ˈkræklɪŋ
crackpot, ˈkrækpɑːt ˈkrækˌpɑt
cradle, ˈkreɪdəl ˈkreɪdəl ˈkreɪdəl ˈkreɪ·dəl
craft, kræft kræft kræft kræft
crafting, ˈkræftɪŋ ˈkræftɪŋ
craftsman, ˈkræftsmən ˈkræfts·mən
craftsmanship, ˈkræftsmənʃɪp ˈkræfts·mənˌʃɪp
crafty, ˈkræfti ˈkræfti ˈkræfti ˈkræf·ti
craggy, ˈkræɡi ˈkræɡi ˈkræɡ·i
cram, kræm kræm kræm kræm kræm
crammed, kræmd
cramp, kræmp kræmp
cramped, kræmpt kræmpt
crampon, ˈkræmpɑːn
cranberry," ˈkrænberi ˈkrænˌber·i, -bə·ri"
crane, kreɪn kreɪn kreɪn kreɪn
cranial, ˈkreɪniəl
cranium, ˈkreɪniəm
crank, kræŋk kræŋk kræŋk kræŋk kræŋk kræŋk
crankshaft, ˈkræŋkʃæft
cranky, ˈkræŋki ˈkræŋki ˈkræŋ·ki
cranny, ˈkræni
crap, kræp kræp kræp
crappy, ˈkræpi ˈkræp·i
crash, kræʃ kræʃ kræʃ kræʃ kræʃ kræʃ kræʃ kræʃ kræʃ kræʃ
crashing, ˈkræʃɪŋ
crass, kræs kræs
crate, kreɪt kreɪt kreɪt
crater, ˈkreɪt̬ɚ ˈkreɪ·t̬ər ˈkreɪ·t̬ər
crave, kreɪv kreɪv
craven, ˈkreɪvən
craving, ˈkreɪvɪŋ ˈkreɪ·vɪŋ
crawfish, ˈkrɑːfɪʃ ˈkrɔˌfɪʃ
crawl, krɑːl krɑːl krɑːl krɔl
crawly, ˈkrɑːli
cray, kreɪ
crayfish, ˈkreɪfɪʃ
crayon, ˈkreɪɑːn ˈkreɪ·ɑn
craze, kreɪz kreɪz
crazed, kreɪzd kreɪzd kreɪzd
crazily, ˈkreɪzəli ˈkreɪzəli ˈkreɪzəli
craziness, ˈkreɪzinəs ˈkreɪzinəs
crazy, ˈkreɪzi ˈkreɪzi ˈkreɪzi ˈkreɪ·zi ˈkreɪ·zi ˈkreɪ·zi
creak, kriːk krik
creaky, ˈkriːki ˈkriːki
cream, kriːm kriːm kriːm kriːm kriːm krim krim krim krim
creamer, ˈkriːmɚ ˈkriːmɚ
creamery, ˈkriːməri
creamy, ˈkriːmi ˈkri·mi
crease, kriːs kriːs kriːs kris
create, kriˈeɪt kriˈeɪt kriˈeɪt
creation, kriˈeɪʃən kriˈeɪ·ʃən kriˈeɪ·ʃən
creationism, kriˈeɪʃənɪzəm
creative, kriˈeɪt̬ɪv kriˈeɪt̬ɪv kriˈeɪ·t̬ɪv
creatively, kriˈeɪt̬ɪvli
creativity," ˌkriːeɪˈtɪvət̬i ˌkri·eɪˈtɪv·ɪ·t̬i, ˌkri·ə-"
creator, kriˈeɪt̬ɚ kriˈeɪt̬ɚ kriˈeɪ·t̬ər kriˈeɪ·t̬ər
creature, ˈkriːtʃɚ ˈkriːtʃɚ ˈkriːtʃɚ ˈkri·tʃər ˈkri·tʃər
credence, ˈkriːdəns ˈkri·dəns
credential, krɪˈdenʃəl
credentials, krɪˈden·ʃəlz
credenza, krɪˈdenzə
credibility, ˌkredəˈbɪlət̬i
credible, ˈkredəbəl ˈkred·ə·bəl
credibly, ˈkredəbli
credit, ˈkredɪt ˈkredɪt ˈkredɪt ˈkredɪt ˈkredɪt ˈkredɪt ˈkred·ɪt ˈkred·ɪt ˈkred·ɪt ˈkred·ɪt ˈkred·ɪt
creditable, ˈkredɪt̬əbəl
creditor, ˈkredɪt̬ɚ ˈkred·ɪ·t̬ər
credits, ˈkred·ɪts
credo," ˈkriːdoʊ ˈkri·doʊ, ˈkreɪ-"
credulity, krəˈduːlət̬i
credulous, ˈkredʒələs
creed, kriːd krid
creek, kriːk kriːk krik
creep, kriːp krip krip
creeping, ˈkriːpɪŋ
creeps, krips
creepy, ˈkriːpi ˈkriːpi ˈkri·pi
cremate," ˈkriːmeɪt ˈkri·meɪt, krɪˈmeɪt"
cremation, krɪˈmeɪʃən
crematorium," ˌkreməˈtɔːriəm ˌkri·məˈtɔr·i·əm, ˌkrem·ə-, -ˈtoʊr-"
creme, krem krem krem
creole, ˈkriːoʊl
creosote, ˈkriːəsoʊt
crepe, kreɪp
crept, krept krept
crescendo, krəˈʃendoʊ krəˈʃendoʊ krəˈʃen·doʊ
crescent, ˈkresənt ˈkresənt ˈkres·ənt ˈkres·ənt
cress, kres
crest, krest krest krest krest krest krest
crested, ˈkrestɪd ˈkrestɪd
crestfallen, ˈkrestˌfɑːlən
cretin, ˈkriːt̬ən
crevasse, krəˈvæs
crevice, ˈkrevɪs ˈkrevɪs ˈkrev·ɪs
crew, kruː kruː kruː kru
crib, krɪb krɪb krɪb krɪb
crick, krɪk krɪk krɪk
cricket, ˈkrɪkɪt ˈkrɪkɪt ˈkrɪk·ɪt ˈkrɪk·ɪt
cried, kraɪd krɑɪd
crier, ˈkraɪɚ ˈkraɪɚ
cries, krɑɪz
crime, kraɪm kraɪm kraɪm kraɪm krɑɪm krɑɪm
criminal, ˈkrɪmənəl ˈkrɪm·ə·nəl
criminality, ˌkrɪməˈnælət̬i ˌkrɪməˈnælət̬i
criminalize, ˈkrɪmənəlaɪz
criminally, ˈkrɪmənəli ˈkrɪmənəli
criminologist, ˌkrɪməˈnɑːlədʒɪst
criminology, ˌkrɪməˈnɑːlədʒi
crimp, krɪmp krɪmp
crimson, ˈkrɪmzən ˈkrɪm·zən
cringe, krɪndʒ krɪndʒ krɪndʒ krɪndʒ
cripple, ˈkrɪpəl ˈkrɪp·əl ˈkrɪp·əl
crippled, ˈkrɪpəld ˈkrɪpəld ˈkrɪpəld ˈkrɪpəld
crippling, ˈkrɪpəlɪŋ
crisis, ˈkraɪsɪs ˈkraɪsɪs ˈkraɪsɪs ˈkrɑɪ·sɪs
crisp, krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp krɪsp
crisper, ˈkrɪspɚ
crisply, ˈkrɪspli ˈkrɪspli ˈkrɪspli ˈkrɪsp·li
crispness, ˈkrɪspnəs ˈkrɪspnəs ˈkrɪspnəs ˈkrɪspnəs ˈkrɪspnəs ˈkrɪspnəs
crispy, ˈkrɪspi
crisscross, ˈkrɪsˌkrɔs
criterion, kraɪˈtɪriən krɑɪˈtɪər·i·ən
critic, ˈkrɪt̬ɪk ˈkrɪt̬ɪk ˈkrɪt̬·ɪk ˈkrɪt̬·ɪk
critical, ˈkrɪt̬ɪkəl ˈkrɪt̬ɪkəl ˈkrɪt̬ɪkəl ˈkrɪt̬ɪkəl ˈkrɪt̬ɪkəl ˈkrɪt̬·ɪ·kəl ˈkrɪt̬·ɪ·kəl ˈkrɪt̬·ɪ·kəl ˈkrɪt̬·ɪ·kəl
critically, ˈkrɪt̬ɪkəli ˈkrɪt̬ɪkəli ˈkrɪt̬ɪkəli ˈkrɪt̬ɪkəli ˈkrɪt̬ɪkəli ˈkrɪt̬·ɪk·li ˈkrɪt̬·ɪk·li ˈkrɪt̬·ɪk·li ˈkrɪt̬·ɪk·li
criticism, ˈkrɪt̬ɪsɪzəm ˈkrɪt̬ɪsɪzəm ˈkrɪt·əˌsɪz·əm ˈkrɪt·əˌsɪz·əm
criticize, ˈkrɪt̬ɪsaɪz ˈkrɪt̬ɪsaɪz ˈkrɪt̬·əˌsɑɪz
critique, krɪˈtiːk krəˈtik
critter, ˈkrɪt̬ɚ ˈkrɪt̬·ər
croak, kroʊk kroʊk kroʊk kroʊk kroʊk
crochet, kroʊˈʃeɪ kroʊˈʃeɪ
crocheted, kroʊˈʃeɪd
crock, krɑːk krɑːk krɑk krɑk
crockery, ˈkrɑːkɚi ˈkrɑk·ə·ri
crocodile, ˈkrɑːkədaɪl ˈkrɑːkədaɪl ˈkrɑk·əˌdɑɪl
crocus, ˈkroʊkəs ˈkroʊ·kəs
croft, krɑːft
croissant," kwɑːˈsɑ̃ː krəˈsɑnt, kwɑˈsɑ̃"
crone, kroʊn kroʊn
crony, ˈkroʊni ˈkroʊ·ni
cronyism, ˈkroʊniɪzm
crook, krʊk krʊk krʊk krʊk
crooked, ˈkrʊkɪd ˈkrʊkɪd ˈkrʊk·ɪd ˈkrʊk·ɪd
crookedness, ˈkrʊkɪdnəs ˈkrʊkɪdnəs
croon, kruːn krun
crooner, ˈkruːnɚ
crop, krɑːp krɑːp krɑːp krɑːp krɑːp krɑp krɑp
croquet, kroʊˈkeɪ kroʊˈkeɪ
cross, krɑːs krɑːs krɑːs krɑːs krɑːs
crossbones, ˈkrɑːsboʊnz
crossbow, ˈkrɑːsboʊ
crosse, krɑːs
crossed, krɑːst krɑːst krɑːst krɑːst
crossfire, ˈkrɑːsfaɪr ˈkrɔsˌfɑɪər
crossing, ˈkrɑːsɪŋ ˈkrɑːsɪŋ ˈkrɔ·sɪŋ ˈkrɔ·sɪŋ
crossover, ˈkrɑːsoʊvɚ ˈkrɑːsoʊvɚ ˈkrɑːsoʊvɚ ˈkrɑːsoʊvɚ ˈkrɔsˌoʊ·vər
crossroad, ˈkrɑːsroʊd
crossroads, ˈkrɑːsroʊdz ˈkrɔsˌroʊdz
crosswalk, ˈkrɑːswɑːk ˈkrɔsˌwɔk
crosswise, ˈkrɑːswaɪz
crossword, ˈkrɑːswɝːd
crotch, krɑːtʃ krɑːtʃ krɑtʃ
crotchety, ˈkrɑːtʃət̬i ˈkrɑtʃ·ɪ·t̬i
crouch, kraʊtʃ krɑʊtʃ
croup, kruːp
crow, kroʊ kroʊ
crowbar, ˈkroʊbɑːr ˈkroʊˌbɑr
crowd, kraʊd kraʊd krɑʊd krɑʊd krɑʊd
crowded, ˈkraʊdɪd ˈkrɑʊ·dɪd
crown, kraʊn kraʊn kraʊn kraʊn kraʊn kraʊn krɑʊn krɑʊn krɑʊn krɑʊn krɑʊn
crowning, ˈkraʊnɪŋ ˈkrɑʊ·nɪŋ
crozier, ˈkroʊziɚ
crucial, ˈkruːʃəl ˈkru·ʃəl
crucially, ˈkruːʃəli
crucible, ˈkruːsəbəl ˈkruːsəbəl ˈkruːsəbəl ˈkru·sə·bəl
crucifix, ˈkruːsəfɪks ˈkru·səˌfɪks
crucifixion, kruːsəˈfɪkʃən kruːsəˈfɪkʃən ˌkru·səˈfɪk·ʃən
crucify, ˈkruːsəfaɪ ˈkruːsəfaɪ ˈkru·səˌfɑɪ ˈkru·səˌfɑɪ
crud, krʌd krʌd
cruddy, ˈkrʌdi ˈkrʌd·i
crude, kruːd kruːd krud krud
crudely, ˈkruːdli ˈkruːdli ˈkrud·li ˈkrud·li
cruel, ˈkruːəl ˈkruːəl ˈkru·əl
cruelly, ˈkruːəli ˈkruːəli
cruelty, ˈkruːəlti
cruise, kruːz kruz kruz kruz
cruiser, ˈkruːzɚ ˈkruːzɚ ˈkruːzɚ ˈkru·zər
cruising, ˈkruːzɪŋ ˈkruːzɪŋ ˈkruːzɪŋ ˈkruːzɪŋ
crumb, krʌm krʌm krʌm
crumble, ˈkrʌmbəl ˈkrʌmbəl ˈkrʌm·bəl
crumbs, krʌmz
crummy, ˈkrʌmi ˈkrʌm·i
crump, krʌmp
crumple, ˈkrʌmpəl ˈkrʌmpəl ˈkrʌmpəl ˈkrʌm·pəl ˈkrʌm·pəl
crumpled, ˈkrʌmpəld
crunch, krʌntʃ krʌntʃ krʌntʃ
crunchy, ˈkrʌntʃi ˈkrʌntʃi ˈkrʌntʃi ˈkrʌn·tʃi
crunk, kruŋk
crusade, kruːˈseɪd kruːˈseɪd kruˈseɪd
crusader, kruːˈseɪdɚ kruːˈseɪdɚ
crush, krʌʃ krʌʃ krʌʃ krʌʃ krʌʃ krʌʃ krʌʃ krʌʃ krʌʃ
crushing, ˈkrʌʃɪŋ
crust, krʌst krʌst krʌst krʌst
crustacean, krʌsˈteɪʃən krʌˈsteɪ·ʃən
crusted, ˈkrʌstɪd
crusty, ˈkrʌsti ˈkrʌsti ˈkrʌs·ti ˈkrʌs·ti
crutch, krʌtʃ krʌtʃ krʌtʃ krʌtʃ
crux, krʌks
cry, kraɪ kraɪ krɑɪ krɑɪ
crybaby, ˈkrɑɪˌbeɪ·bi
crying, ˈkraɪɪŋ ˈkrɑɪ·ɪŋ
cryogenic, ˌkraɪəˈdʒenɪk ˌkraɪəˈdʒenɪk
cryogenics, ˌkraɪəˈdʒenɪks
crypt, krɪpt krɪpt
cryptic, ˈkrɪptɪk ˈkrɪp·tɪk
crypto, ˈkrɪptoʊ ˈkrɪptoʊ ˈkrɪptoʊ
crystal, ˈkrɪstəl ˈkrɪstəl ˈkrɪstəl ˈkrɪstəl ˈkrɪstəl ˈkrɪs·təl ˈkrɪs·təl ˈkrɪs·təl ˈkrɪs·təl
crystalline," ˈkrɪstəllən ˈkrɪstəllən ˈkrɪs·təl·ən, -ˌɑɪn, -ˌin"
crystallize, ˈkrɪstəlaɪz ˈkrɪstəlaɪz ˈkrɪs·təlˌɑɪz
crystallized, ˈkrɪstəlaɪzd
cub, kʌb kʌb
cubbyhole, ˈkʌbihoʊl ˈkʌb·iˌhoʊl
cube, kjuːb kjuːb kjub kjub
cubic, ˈkjuːbɪk ˈkju·bɪk
cubicle, ˈkjuːbɪkəl ˈkju·bɪ·kəl
cubism, ˈkjuːbɪzəm
cubist, ˈkjuːbɪst
cuckoo, ˈkʊkuː
cucumber, ˈkjuːkʌmbɚ ˈkju·kʌm·bər
cuddle, ˈkʌdəl ˈkʌd·əl ˈkʌd·əl
cuddly, ˈkʌdəli ˈkʌd·əl·i
cudgel, ˈkʌdʒəl
cue, kjuː kjuː kjuː kju kju
cuesta, ˈkwestə
cuff, kʌf kʌf kʌf kʌf kʌf
cuffs, kʌfs
cuisine," kwɪˈziːn kwɪˈzin, kwi-"
culinary," ˈkʌləneri ˈkʌl·əˌner·i, ˈkju·lə-"
cull, kʌl kʌl kʌl
culminate, ˈkʌl·məˌneɪt
culmination, ˌkʌlməˈneɪʃən
culpability, ˌkʌlpəˈbɪlət̬i
culpable, ˈkʌlpəbəl ˈkʌl·pə·bəl
culprit, ˈkʌlprɪt ˈkʌlprɪt ˈkʌl·prɪt ˈkʌl·prɪt
cult, kʌlt kʌlt kʌlt kʌlt kʌlt
cultivate, ˈkʌltəveɪt ˈkʌltəveɪt ˈkʌltəveɪt ˈkʌl·təˌveɪt ˈkʌl·təˌveɪt ˈkʌl·təˌveɪt
cultivated, ˈkʌltəveɪt̬ɪd ˈkʌltəveɪt̬ɪd ˈkʌl·təˌveɪ·t̬ɪd
cultivation, ˌkʌltəˈveɪʃən ˌkʌltəˈveɪʃən ˌkʌltəˈveɪʃən
cultural, ˈkʌltʃɚəl ˈkʌltʃɚəl ˈkʌl·tʃər·əl ˈkʌl·tʃər·əl
culturally, ˈkʌltʃɚəli ˈkʌltʃɚəli
culture, ˈkʌltʃɚ ˈkʌltʃɚ ˈkʌltʃɚ ˈkʌltʃɚ ˈkʌl·tʃər ˈkʌl·tʃər ˈkʌl·tʃər
cultured, ˈkʌltʃɚd ˈkʌl·tʃərd
culvert, ˈkʌlvɚt
cumbersome, ˈkʌmbɚsəm ˈkʌm·bər·səm
cumin, ˈkuːmɪn
cumulative, ˈkjuːmjələt̬ɪv ˈkju·mjə·lə·t̬ɪv
cuneiform," ˈkjuːnəfɔːrm ˈkjuːnəfɔːrm kjʊˈni·əˌfɔrm, ˈkju·ni·ə-"
cunnilingus, ˌkʌnəˈlɪŋɡəs
cunning, ˈkʌnɪŋ ˈkʌnɪŋ ˈkʌn·ɪŋ
cunt, kʌnt kʌnt
cup, kʌp kʌp kʌp kʌp kʌp kʌp kʌp kʌp kʌp
cupboard, ˈkʌbɚd ˈkʌb·ərd
cupcake, ˈkʌpkeɪk ˈkʌpˌkeɪk
cupid, ˈkjuːpɪd ˈkju·pɪd
cupidity, kjuːˈpɪdət̬i
cur, kɝː kɝː
curable, ˈkjʊrəbəl ˈkjʊər·ə·bəl
curate, ˈkjʊrət
curative, ˈkjʊrət̬ɪv
curator," kjʊˈreɪt̬ɚ ˈkyʊərˌeɪ·t̬ər, kjʊˈreɪ-"
curb, kɝːb kɜrb
curbside, ˈkɝːbsaɪd ˈkɜrbˌsɑɪd
curd, kɝːd kɜrd
cure, kjʊr kjʊr kjʊr kjʊr kjʊər kjʊər
curfew, ˈkɝːfjuː ˈkɝːfjuː ˈkɜr·fju
curie, ˈkjʊri
curio, ˈkjʊrioʊ ˈkjʊər·iˌoʊ
curiosity, ˌkjʊriˈɑːsət̬i ˌkjʊriˈɑːsət̬i ˌkjʊər·iˈɑs·ɪ·t̬i ˌkjʊər·iˈɑs·ɪ·t̬i
curious, ˈkjʊriəs ˈkjʊriəs ˈkjʊər·i·əs ˈkjʊər·i·əs
curiously, ˈkjʊriəsli ˈkjʊriəsli ˈkjʊər·i·əs·li
curl, kɝːl kɝːl kɝːl kɜrl
curler, ˈkɝːlɚ ˈkɝːlɚ ˈkɜr·lər ˈkɜr·lər
curling, ˈkɝːlɪŋ ˈkɜr·lɪŋ
curly, ˈkɝːli ˈkɜr·li
curmudgeon, kɚˈmʌdʒən
currency," ˈkɝːənsi ˈkɝːənsi ˈkɜr·ən·si, ˈkʌr·ən- ˈkɜr·ən·si, ˈkʌr·ən-"
current," ˈkɝːənt ˈkɜr·ənt, ˈkʌr·ənt"
currently," ˈkɝːəntli ˈkɜr·ənt·li, ˈkʌr·ənt- ˈkɝː-"
curricular, kəˈrɪkjəlɚ
curriculum, kəˈrɪkjələm kəˈrɪk·jə·ləm
curried, ˈkɝːid
curry," ˈkɝːi ˈkɜr·i, ˈkʌr·i"
curse, kɝːs kɝːs kɜrs kɜrs
cursed, ˈkɝːst ˈkɝːst ˈkɝːst
cursor, ˈkɝːsɚ ˈkɜr·sər
cursory, ˈkɝːsɚi ˈkɜr·sə·ri
curt, kɝːt kɜrt
curtail, kɚˈteɪl kərˈteɪl
curtailment, kɚˈteɪlmənt
curtain, ˈkɝːtən ˈkɝːtən ˈkɝːtən ˈkɜr·tən ˈkɜr·tən ˈkɜr·tən
curtsy, ˈkɝːtsi
curvature," ˈkɝːvətʃɚ ˈkɜr·və·tʃər, -ˌtʃʊər"
curve, kɝːv kɝːv kɝːv kɝːv kɜrv
curved, kɝːvd
curvy, ˈkɝːvi ˈkɝːvi ˈkɜr·vi
cushion, ˈkʊʃən ˈkʊʃən ˈkʊʃən ˈkʊʃ·ən
cushy, ˈkʊʃi ˈkʊʃ·i
cusp, kʌsp
cuss, kʌs kʌs
cussed, ˈkʌsɪd
custard, ˈkʌstɚd ˈkʌs·tərd
custodial, kʌsˈtoʊdiəl kʌsˈtoʊ·di·əl
custodian, kʌsˈtoʊdiən kʌsˈtoʊdiən kʌsˈtoʊdiən kʌsˈtoʊ·di·ən
custody, ˈkʌstədi ˈkʌstədi ˈkʌs·tə·di ˈkʌs·tə·di
custom, ˈkʌstəm ˈkʌstəm ˈkʌstəm ˈkʌs·təm ˈkʌs·təm
customarily, ˌkʌstəˈmerəli ˌkʌs·təˈmeər·ə·li
customary, ˈkʌstəmeri ˈkʌstəmeri ˈkʌs·təˌmer·i ˈkʌs·təˌmer·i
customer, ˈkʌstəmɚ ˈkʌs·tə·mər
customize, ˈkʌstəmaɪz ˈkʌstəmaɪz
customized, ˈkʌstəmaɪzd
customs, ˈkʌs·təmz
cut, kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt kʌt
cutaneous, kjuːˈteɪniəs
cutaway, ˈkʌt̬əweɪ ˈkʌt̬əweɪ ˈkʌt̬əweɪ ˈkʌt̬əweɪ ˈkʌt̬əweɪ
cutback, ˈkʌtbæk ˈkʌtbæk ˈkʌtˌbæk
cute, kjuːt kjuːt kjut kjut kjut
cuteness, ˈkjuːtnəs
cutesy, ˈkjuːtsi ˈkjut·si
cuticle, ˈkjuːt̬ɪkəl ˈkjuːt̬ɪkəl ˈkju·t̬ɪ·kəl ˈkju·t̬ɪ·kəl
cutlass, ˈkʌtləs
cutlery, ˈkʌtlɚi ˈkʌt·lə·ri
cutoff, ˈkʌt̬ɑːf ˈkʌt̬ɑːf ˈkʌt̬ˌɔf ˈkʌt̬ˌɔf
cutoffs, ˈkʌt̬ˈɔfs
cutout, ˈkʌt̬aʊt ˈkʌt̬aʊt ˈkʌt̬aʊt ˈkʌt̬ˌɑʊt
cutter, ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ ˈkʌt̬ɚ
cutthroat, ˈkʌtθroʊt ˈkʌtˌθroʊt
cutting, ˈkʌt̬ɪŋ ˈkʌt̬ɪŋ ˈkʌt̬ɪŋ ˈkʌt̬·ɪŋ
cuttlefish, ˈkʌt̬əlfɪʃ
cyan, ˈsaɪən
cyanide, ˈsaɪənaɪd ˈsɑɪ·əˌnɑɪd
cybersex, ˈsaɪbɚseks
cyberspace, ˈsaɪbɚspeɪs ˈsɑɪ·bərˌspeɪs
cyborg, ˈsaɪbɔːrɡ
cycle, ˈsaɪkəl ˈsaɪkəl ˈsaɪkəl ˈsaɪkəl ˈsɑɪ·kəl ˈsɑɪ·kəl
cyclic, ˈsɪklɪk ˈsɪklɪk
cyclical," ˈsɪklɪkəl ˈsɪk·lɪ·kəl, ˈsɑɪ·klɪ·kəl"
cycling, ˈsaɪklɪŋ ˈsaɪklɪŋ
cyclist, ˈsaɪklɪst ˈsɑɪ·klɪst
cyclone, ˈsaɪkloʊn ˈsaɪkloʊn ˈsɑɪ·kloʊn
cylinder, ˈsɪlɪndɚ ˈsɪlɪndɚ ˈsɪl·ən·dər ˈsɪl·ən·dər
cylindrical, sɪˈlɪndrɪkəl
cymbal, ˈsɪmbəl ˈsɪm·bəl
cynic, ˈsɪnɪk ˈsɪn·ɪk
cynical, ˈsɪnɪkəl ˈsɪnɪkəl ˈsɪnɪkəl ˈsɪn·ɪ·kəl
cynically, ˈsɪnɪkəli ˈsɪnɪkəli
cynicism, ˈsɪnəsɪzəm ˈsɪnəsɪzəm
cypher, ˈsaɪfɚ
cypress, ˈsaɪprəs
cyst, sɪst sɪst
cytomegalovirus, ˌsaɪt̬oʊˈmeɡələˌvaɪrəs
