Word,Pronunciation
vacancy, ˈveɪkənsi ˈveɪkənsi ˈveɪ·kən·si
vacant, ˈveɪkənt ˈveɪkənt ˈveɪkənt ˈveɪ·kənt ˈveɪ·kənt
vacate," vəˈkeɪt ˈveɪ·keɪt, veɪˈkeɪt ˈveɪkeɪt ˈveɪkeɪt ˈveɪkeɪt"
vacation," veɪˈkeɪʃən veɪˈkeɪʃən veɪˈkeɪ·ʃən, və- veɪˈkeɪʃən veɪˈkeɪʃən"
vacationer, veɪˈkeɪʃənɚ
vaccinate, ˈvæksəneɪt
vaccinated, ˈvæksəneɪt̬ɪd
vaccination, ˌvæksəˈneɪʃən
vaccine," vækˈsiːn ˈvæk·sin, vækˈsin"
vacillate, ˈvæsəleɪt ˈvæs·əˌleɪt
vacuous, ˈvækjuəs ˈvæk·ju·əs
vacuum," ˈvækjuːm ˈvækjuːm ˈvækjuːm ˈvæk·jum, -ju·əm, -jəm"
vagabond, ˈvæɡəbɑːnd
vagaries, ˈveɪɡɚiz
vagina, vəˈdʒaɪnə vəˈdʒaɪnə vəˈdʒɑɪ·nə
vaginal, ˈvædʒənəl ˈvædʒənəl
vagrancy, ˈveɪɡrənsi
vagrant, ˈveɪɡrənt ˈveɪ·ɡrənt
vague, veɪɡ veɪɡ veɪɡ veɪɡ veɪɡ
vaguely, ˈveɪɡli ˈveɪɡli ˈveɪɡli
vagueness, ˈveɪɡnəs ˈveɪɡnəs ˈveɪɡnəs
vail, veɪl veɪl
vain, veɪn veɪn veɪn veɪn
vainly, ˈveɪnli
vale, veɪl veɪl
valedictorian," ˌvælədɪkˈtɔːriən ˌvæl·əˌdɪkˈtɔr·i·ən, -ˈtoʊr-"
valedictory, ˌvæləˈdɪktɚi
valentine, ˈvæləntaɪn ˈvæləntaɪn ˈvæl·ənˌtɑɪn
valerian, vəˈlɪriən
valet," ˌvæˈleɪ ˌvæˈleɪ ˌvæˈleɪ væˈleɪ, ˈvæl·eɪ"
valiant, ˈvæliənt ˈvæl·jənt
valiantly, ˈvæliəntli
valid, ˈvælɪd ˈvælɪd ˈvælɪd ˈvæl·ɪd ˈvæl·ɪd
validate, ˈvælədeɪt ˈvælədeɪt ˈvæl·ɪˌdeɪt
validation, ˌvæləˈdeɪʃən ˌvæləˈdeɪʃən ˌvæləˈdeɪʃən
validity, vəˈlɪdət̬i vəˈlɪdət̬i
valley, ˈvæli ˈvæl·i
valor, ˈvælɚ ˈvæl·ər
valuable," ˈvæljəbəl ˈvæljəbəl ˈvæl·ju·ə·bəl, -jə·bəl ˈvæl·ju·ə·bəl, -jə·bəl"
valuables," ˈvæljəbəlz ˈvæl·ju·ə·bəlz, -jə·bəlz"
valuation, ˌvæljuˈeɪʃən ˌvæl·juˈeɪ·ʃən
value, ˈvæljuː ˈvæljuː ˈvæljuː ˈvæljuː ˈvæl·ju ˈvæl·ju ˈvæl·ju ˈvæl·ju
valued, ˈvæljuːd
valueless, ˈvæljuːləs ˈvæljuːləs
values, ˈvæl·juz
valve, vælv vælv vælv
vamp, væmp væmp væmp væmp
vampire, ˈvæmpaɪr ˈvæm·pɑɪər
van, væn væn væn
vanadium, vəˈneɪdiəm
vandal, ˈvændəl ˈvæn·dəl
vandalism, ˈvændəlɪzəm ˈvændəlɪzəm
vandalize, ˈvændəlaɪz
vane, veɪn
vanguard, ˈvænˌɡɑrd ˈvænˌɡɑrd
vanilla," vəˈnɪlə vəˈnɪl·ə, -ˈnel·ə"
vanish, ˈvænɪʃ ˈvæn·ɪʃ
vanished, ˈvænɪʃt
vanishing, ˈvænɪʃɪŋ
vanity, ˈvænət̬i ˈvænət̬i ˈvænət̬i ˈvæn·ɪ·t̬i
vanquish," ˈvæŋkwɪʃ ˈvæŋ·kwɪʃ, væn-"
vapid, ˈvæpɪd
vapor, ˈveɪpɚ ˈveɪ·pər
vaporization, ˌveɪpɚəˈzeɪʃən ˌveɪ·pər·əˈzeɪ·ʃən
vaporize, ˈveɪpɚaɪz ˈveɪ·pəˌrɑɪz
vaporware, ˈveɪpɚwer
variability, ˌveriəˈbɪlət̬i
variable," ˈveriəbəl ˈveər·i·ə·bəl, ˈvær-"
variably, ˈveriəbli
variance," ˈveriəns ˈveriəns ˈveər·i·əns, ˈvær-"
variant," ˈveriənt ˈveriənt ˈveər·i·ənt, ˈvær-"
variation," ˌveriˈeɪʃən ˌveriˈeɪʃən ˌveriˈeɪʃən ˌveər·iˈeɪ·ʃən, ˌvær- ˌveər·iˈeɪ·ʃən, ˌvær-"
varied," ˈverɪd ˈveər·id, ˈvær-"
variegated, ˈveriəɡeɪt̬ɪd
varietal, vəˈraɪət̬əl vəˈraɪət̬əl
variety, vəˈraɪət̬i vəˈraɪət̬i vəˈraɪət̬i vəˈraɪət̬i vəˈrɑɪ·ɪ·t̬i vəˈrɑɪ·ɪ·t̬i
various," ˈveriəs ˈveər·i·əs, ˈvær-"
variously," ˈveriəsli ˈveər·i·əs·li, ˈvær-"
varmint, ˈvɑːrmɪnt ˈvɑːrmɪnt
varnish, ˈvɑːrnɪʃ ˈvɑr·nɪʃ
varnished, ˈvɑːrnɪʃt
varsity, ˈvɑːrsət̬i ˈvɑr·sɪ·t̬i
vary," ˈveri ˈveri ˈveər·i, ˈvær·i"
varying, ˈveriɪŋ
vascular, ˈvæskjəlɚ ˈvæskjəlɚ ˈvæs·kjə·lər
vase," veɪs veɪs, veɪz, vɑz"
vasectomy," vəˈsektəmi vəˈsek·tə·mi, væ-"
vassal, ˈvæsəl ˈvæsəl ˈvæs·əl
vast, væst væst
vastly, ˈvæstli
vastness, ˈvæstnəs
vat, væt væt
vaudeville, ˈvoʊdvɪl
vault, vɑːlt vɑːlt vɑːlt vɔlt vɔlt vɔlt
vaulted, ˈvɑːlt̬ɪd
vaulting, ˈvɑːlt̬ɪŋ
vaunted," ˈvɑːntɪd ˈvɔn·tɪd, ˈvɑn-"
veal, viːl vil
vector, ˈvektɚ ˈvektɚ ˈvek·tər
vee, viː
veer, vɪr vɪər
vegan, ˈviːɡən
vegetable," ˈvedʒtəbəl ˈvedʒtəbəl ˈvedʒtəbəl ˈvedʒ·tə·bəl, ˈvedʒ·ɪ·t̬ə- ˈvedʒ·tə·bəl, ˈvedʒ·ɪ·t̬ə-"
vegetarian, ˌvedʒəˈteriən ˌvedʒ·ɪˈteər·i·ən
vegetarianism, ˌvedʒəˈteriənɪzəm
vegetation, ˌvedʒəˈteɪʃən ˌvedʒ·ɪˈteɪ·ʃən
vegetative, ˈvedʒəteɪt̬ɪv
veggie, ˈvedʒi
vehement, ˈviːəmənt ˈvi·ə·mənt
vehemently, ˈviːəməntli
vehicle," ˈviːəkəl ˈviːəkəl ˈviːəkəl ˈvi·ɪ·kəl, -hɪ·kəl ˈvi·ɪ·kəl, -hɪ·kəl"
vehicular, viːˈhɪkjəlɚ
veil, veɪl veɪl veɪl veɪl
veiled, veɪld veɪld
vein, veɪn veɪn veɪn veɪn veɪn veɪn veɪn veɪn veɪn
velocity, vəˈlɑːsət̬i vəˈlɑs·ɪ·t̬i
velour, vəˈlʊr vəˈlʊər
velvet, ˈvelvɪt ˈvel·vɪt
velvety, ˈvelvət̬i ˈvelvət̬i ˈvelvət̬i ˈvel·vɪ·t̬i
vena, ˈviːnə
venal, ˈviːnəl ˈviːnəl
venality, vɪˈnælət̬i
vendetta, venˈdet̬ə venˈdet̬·ə
vending, ˈvendɪŋ
vendor, ˈvendɚ ˈven·dər ˈven·dər
veneer, vəˈnɪr vəˈnɪr vəˈnɪər vəˈnɪər
venerable, ˈvenərəbəl ˈven·ər·ə·bəl
venerate, ˈvenɚeɪt ˈven·əˌreɪt
veneration, ˌvenɚˈeɪʃən
venereal, vəˈnɪriəl
vengeance, ˈvendʒəns ˈven·dʒəns
vengeful, ˈvendʒfəl ˈvendʒ·fəl
venison, ˈvenəsən ˈven·ə·sən
venom, ˈvenəm ˈvenəm ˈven·əm
venomous, ˈvenəməs ˈvenəməs
venous, ˈviːnəs
vent, vent vent vent
ventilate, ˈvent̬əleɪt ˈvent̬əleɪt ˈvent̬əleɪt ˈven·təlˌeɪt
ventilated, ˈvent̬əleɪt̬ɪd ˈvent̬əleɪt̬ɪd
ventilation, ˌvent̬əlˈeɪʃən ˌvent̬əlˈeɪʃən ˌvent̬əlˈeɪʃən
ventilator, ˈvent̬əleɪɚ ˈvent̬əleɪɚ
ventral, ˈventrəl
ventricular, venˈtrɪkjəlɚ
venture, ˈventʃɚ ˈven·tʃər
venturesome, ˈventʃɚsəm
venue, ˈvenjuː ˈvenjuː ˈven·ju
veracity, vɚˈæsət̬i
veranda, vəˈrændə vəˈræn·də
verb, vɝːb vɜrb
verbal, ˈvɝːbəl ˈvɝːbəl ˈvɝːbəl ˈvɜr·bəl ˈvɜr·bəl
verbalize, ˈvɝːbəlaɪz
verbally, ˈvɝːbəli ˈvɝːbəli
verbatim, vɝːˈbeɪt̬əm vərˈbeɪ·t̬əm
verbena, vɚˈbiːnə
verbiage, ˈvɝːbiɪdʒ
verboten, vɚˈboʊtən
verdant, ˈvɝːdənt
verdict, ˈvɝːdɪkt ˈvɜr·dɪkt ˈvɜr·dɪkt
verge, vɝːdʒ vɝːdʒ vɜrdʒ
verifiable, ˌverəˈfaɪəbəl
verification, ˌverəfəˈkeɪʃən ˌver·ə·fɪˈkeɪ·ʃən
verify, ˈverəfaɪ ˈver·əˌfɑɪ
verisimilitude, ˌverəsəˈmɪlətuːd ˌver·ə·səˈmɪl·ɪˌtud
veritable, ˈverət̬əbəl ˈver·ɪ·t̬ə·bəl
veritably, ˈverət̬əbli
verity, ˈverət̬i ˈverət̬i
vermilion, vɚˈmɪljən
vermin, ˈvɝːmɪn ˈvɝːmɪn ˈvɜr·mən
vermouth, vɚˈmuːθ
vernacular," vɚˈnækjəlɚ vɚˈnækjəlɚ vɚˈnækjəlɚ vərˈnæk·jə·lər, vəˈnæk-"
vernal, ˈvɝːnəl
veronica, vɚˈɑːnɪkə
versatile, ˈvɝːsət̬əl ˈvɜr·sə·t̬əl
versatility, ˌvɝːsəˈtɪlət̬i
verse, vɝːs vɝːs vɝːs vɜrs vɜrs vɜrs
versed, vɜrst
version, ˈvɝːʒən ˈvɜr·ʒən ˈvɜr·ʒən ˈvɜr·ʒən
versus, ˈvɝːsəs ˈvɝːsəs ˈvɝːsəs ˈvɜr·səs
vert, vɜ˞ːt
vertebra, ˈvɝːt̬əbrə ˈvɜr·t̬ə·brə
vertebral, ˈvɝːt̬əbrəl
vertebrate, ˈvɝːt̬əbrət ˈvɜr·tə·brət
vertex, ˈvɝːt̬eks ˈvɝːt̬eks ˈvɜr·teks
vertical, ˈvɝːt̬əkəl ˈvɜr·t̬ɪ·kəl
vertically, ˈvɝːt̬əkəli
vertigo, ˈvɝːt̬əɡoʊ ˈvɜr·t̬ɪˌɡoʊ
verve, vɝːv vɜrv
very, ˈveri ˈveri ˈver·i
vesicle, ˈvesɪkəl ˈvesɪkəl
vessel, ˈvesəl ˈvesəl ˈvesəl ˈvesəl ˈves·əl ˈves·əl ˈves·əl
vest, vest vest vest vest vest vest
vestibule, ˈvestəbjuːl ˈvestəbjuːl ˈvestəbjuːl ˈves·təˌbjul
vestige, ˈvestɪdʒ ˈves·tɪdʒ
vestigial, vesˈtɪdʒiəl vesˈtɪdʒiəl
vestments, ˈvestmənts
vet, vet vet vet vet vet
veteran," ˈvet̬ɚən ˈvet̬ɚən ˈvet̬·ər·ən, ˈve·trən ˈvet̬·ər·ən, ˈve·trən"
veterinarian," ˌvetərɪˈneriən ˌvet̬·ər·əˈneər·i·ən, ˌve·trəˈneər-"
veterinary, ˈvetərəneri
veto, ˈviːt̬oʊ ˈvi·t̬oʊ
vex, veks veks
vexatious, vekˈseɪʃəs vekˈseɪʃəs
vexed, vekst vekst
vexing, ˈveksɪŋ
via," ˈvaɪə ˈvaɪə ˌvɑɪ·ə, ˌvi·ə"
viability, ˌvaɪəˈbɪlət̬i ˌvaɪəˈbɪlət̬i
viable, ˈvaɪəbəl ˈvaɪəbəl ˈvɑɪ·ə·bəl
viaduct, ˈvaɪədʌkt ˈvɑɪ·əˌdʌkt
vial," vaɪl ˈvɑɪ·əl, vɑɪl"
vibe, vaɪb
vibes, vɑɪbz
vibrant, ˈvaɪbrənt ˈvaɪbrənt ˈvɑɪ·brənt
vibrate, ˈvaɪbreɪt ˈvɑɪ·breɪt
vibration, vaɪˈbreɪʃən
vibrato, vɪˈbrɑːt̬oʊ
vibrator, ˈvaɪbreɪt̬ɚ
vicar, ˈvɪkɚ
vicarious, vɪˈkeriəs vɑɪˈkeər·i·əs
vicariously, vɪˈkeriəsli vɪˈkeriəsli
vice, vaɪs vɑɪs vɑɪs
viceroy, ˈvaɪsrɔɪ
vichyssoise, ˌviːʃiˈswɑːz
vicinity, vəˈsɪnət̬i vɪˈsɪn·ɪ·t̬i
vicious, ˈvɪʃəs ˈvɪʃəs ˈvɪʃ·əs
viciously, ˈvɪʃəsli ˈvɪʃəsli
viciousness, ˈvɪʃəsnəs ˈvɪʃəsnəs
vicissitudes, vɪˈsɪsətuːdz
victim, ˈvɪktəm ˈvɪk·təm
victimization, ˌvɪktəməˈzeɪʃən
victimize, ˈvɪktəmaɪz
victimless, ˈvɪktəmləs ˈvɪk·təm·ləs
victor, ˈvɪktɚ ˈvɪk·tər
victorious, vɪkˈtɔːriəs
victory," ˈvɪktɚi ˈvɪk·tə·ri, -tri"
vide, ˈvaɪdi
video, ˈvɪdioʊ ˈvɪdioʊ ˈvɪdioʊ ˈvɪd·iˌoʊ ˈvɪd·iˌoʊ
videocassette, ˌvɪdioʊkəˈset ˈvɪd·iˌoʊ·kəˌset
videophone, ˈvɪdioʊfoʊn
videotape, ˈvɪdioʊteɪp ˈvɪdioʊteɪp ˈvɪd·i·oʊˌteɪp
vie, vaɪ vɑɪ
view, vjuː vjuː vjuː vjuː vju vju
viewer, ˈvjuːɚ ˈvjuːɚ ˈvju·ər
viewership, ˈvjuːɚʃɪp ˈvjuːɚʃɪp ˈvjuːɚʃɪp
viewfinder, ˈvjuːˌfaɪndɚ
viewing, ˈvjuːɪŋ ˈvjuːɪŋ ˈvjuːɪŋ ˈvjuːɪŋ ˈvjuːɪŋ
viewpoint, ˈvjuːpɔɪnt ˈvjuːpɔɪnt ˈvjuˌpɔɪnt
vigil, ˈvɪdʒəl ˈvɪdʒ·əl
vigilance, ˈvɪdʒələns
vigilant, ˈvɪdʒələnt ˈvɪdʒ·ə·lənt
vigilante, ˌvɪdʒəˈlænt̬i ˌvɪdʒ·əˈlæn·ti
vigilantism, ˌvɪdʒɪˈlænt̬ɪzəm
vigor, ˈvɪɡɚ ˈvɪɡɚ ˈvɪɡ·ər
vigorous, ˈvɪɡɚəs ˈvɪɡɚəs
vigorously, ˈvɪɡɚəsli ˈvɪɡɚəsli
vile, vaɪl vaɪl vɑɪl vɑɪl
vilify, ˈvɪləfaɪ ˈvɪl·əˌfɑɪ
villa, ˈvɪlə ˈvɪl·ə
village, ˈvɪlɪdʒ ˈvɪlɪdʒ ˈvɪl·ɪdʒ ˈvɪl·ɪdʒ
villager, ˈvɪlɪdʒɚ ˈvɪl·ɪ·dʒər
villain, ˈvɪlən ˈvɪlən ˈvɪlən ˈvɪlən ˈvɪl·ən
villainous, ˈvɪlənəs
vim, vɪm
vindicate, ˈvɪndəkeɪt ˈvɪndəkeɪt ˈvɪn·dɪˌkeɪt
vindication, ˌvɪndəˈkeɪʃən ˌvɪndəˈkeɪʃən
vindictive, vɪnˈdɪktɪv vɪnˈdɪk·tɪv
vindictiveness, vɪnˈdɪktɪvnəs
vine, vaɪn vaɪn vɑɪn
vinegar, ˈvɪnəɡɚ ˈvɪn·ɪ·ɡər
vineyard, ˈvɪnjɚd ˈvɪn·jərd
vintage, ˈvɪnt̬ɪdʒ ˈvɪnt̬ɪdʒ ˈvɪnt̬ɪdʒ ˈvɪnt̬ɪdʒ ˈvɪn·tɪdʒ
vinyl, ˈvaɪnəl ˈvaɪnəl ˈvɑɪ·nəl
viola, viˈoʊlə viˈoʊ·lə
violate, ˈvaɪəleɪt ˈvaɪəleɪt ˈvaɪəleɪt ˈvɑɪ·əˌleɪt ˈvɑɪ·əˌleɪt
violation, ˌvaɪəˈleɪʃən ˌvaɪəˈleɪʃən
violator, ˈvaɪəleɪt̬ɚ ˈvaɪəleɪt̬ɚ
violence, ˈvaɪələns ˈvaɪələns ˈvɑɪ·ə·ləns
violent, ˈvaɪələnt ˈvaɪələnt ˈvaɪələnt ˈvaɪələnt ˈvɑɪ·ə·lənt ˈvɑɪ·ə·lənt ˈvɑɪ·ə·lənt ˈvɑɪ·ə·lənt
violently, ˈvaɪələntli ˈvaɪələntli ˈvɑɪ·ə·lənt·li ˈvɑɪ·ə·lənt·li
violet, ˈvaɪələt ˈvɑɪ·ə·lət
violin, ˌvaɪəˈlɪn ˌvɑɪ·əˈlɪn
violinist, ˌvaɪəˈlɪnɪst
viper, ˈvaɪpɚ ˈvaɪpɚ ˈvɑɪ·pər
viral, ˈvaɪrəl ˈvaɪrəl ˈvɑɪ·rəl
virgin, ˈvɝːdʒɪn ˈvɝːdʒɪn ˈvɜr·dʒɪn
virginal, ˈvɝːdʒɪnəl ˈvɝːdʒɪnəl ˈvɝːdʒɪnəl
virginity, vɚˈdʒɪnət̬i vɚˈdʒɪnət̬i
virile," ˈvɪrəl ˈvɪrəl ˈvɪr·əl, -ɑɪl"
virility, vəˈrɪlət̬i vəˈrɪlət̬i
virologist, vaɪˈrɑːlədʒɪst
virology, vaɪˈrɑːlədʒi
virtual, ˈvɝːtʃuəl ˈvɝːtʃuəl ˈvɝːtʃuəl ˈvɜr·tʃu·əl
virtually, ˈvɝːtʃuəli ˈvɝːtʃuəli
virtue, ˈvɝːtʃuː ˈvɝːtʃuː ˈvɜr·tʃu ˈvɜr·tʃu
virtuosity, ˌvɝːtʃuˈɑːsət̬i
virtuoso, ˌvɝːtʃuˈoʊsoʊ ˌvɜr·tʃuˈoʊ·soʊ
virtuous, ˈvɝːtʃuəs ˈvɝːtʃuəs ˈvɜr·tʃu·əs
virulent," ˈvɪrjələnt ˈvɪrjələnt ˈvɪər·jə·lənt, ˈvɪər·ə- ˈvɪər·jə·lənt, ˈvɪər·ə-"
virus, ˈvaɪrəs ˈvaɪrəs ˈvaɪrəs ˈvɑɪ·rəs ˈvɑɪ·rəs ˈvɑɪ·rəs
visa," ˈviːzə ˈvi·zə, -sə"
visage, ˈvɪzɪdʒ
visceral, ˈvɪsərəl ˈvɪsərəl ˈvɪs·ər·əl
viscosity, vɪˈskɑːsət̬i
viscount, ˈvaɪkaʊnt
viscous, ˈvɪskəs ˈvɪs·kəs
vise, vaɪs vɑɪs
visibility, ˌvɪzəˈbɪlət̬i ˌvɪzəˈbɪlət̬i ˌvɪz·əˈbɪl·ɪ·t̬i
visible, ˈvɪzəbəl ˈvɪzəbəl ˈvɪz·ə·bəl ˈvɪz·ə·bəl
visibly, ˈvɪzəbli ˈvɪz·ə·bli
vision, ˈvɪʒən ˈvɪʒən ˈvɪʒən ˈvɪʒən ˈvɪʒən ˈvɪʒ·ən ˈvɪʒ·ən ˈvɪʒ·ən ˈvɪʒ·ən ˈvɪʒ·ən
visionary, ˈvɪʒeri ˈvɪʒeri ˈvɪʒ·əˌner·i ˈvɪʒəneri
visit, ˈvɪzɪt ˈvɪzɪt ˈvɪz·ɪt
visitation, ˌvɪzəˈteɪʃən ˌvɪzəˈteɪʃən ˌvɪzəˈteɪʃən ˌvɪz·ɪˈteɪ·ʃən ˌvɪz·ɪˈteɪ·ʃən
visiting, ˈvɪzɪt̬ɪŋ ˈvɪzɪt̬ɪŋ
visitor, ˈvɪzɪt̬ɚ ˈvɪzɪt̬ɚ
visor, ˈvaɪzɚ ˈvaɪzɚ ˈvaɪzɚ ˈvaɪzɚ ˈvaɪzɚ ˈvɑɪ·zər ˈvɑɪ·zər
vista, ˈvɪstə ˈvɪstə ˈvɪs·tə
visual, ˈvɪʒuəl ˈvɪʒ·u·əl
visualization, ˌvɪʒuələˈzeɪʃən ˌvɪʒuələˈzeɪʃən
visualize, ˈvɪʒuəlaɪz ˈvɪʒuəlaɪz ˈvɪʒ·u·əˌlɑɪz
visually, ˈvɪʒuəli
vital, ˈvaɪt̬əl ˈvaɪt̬əl ˈvaɪt̬əl ˈvɑɪ·t̬əl
vitality, vaɪˈtælət̬i vɑɪˈtæl·ɪ·t̬i
vitally, ˈvaɪt̬əli ˈvaɪt̬əli
vitamin, ˈvaɪt̬ə- ˈvɑɪ·t̬ə·mɪn
vitiligo, ˌvɪt̬ɪˈlaɪɡoʊ
vitreous, ˈvɪtriəs
vitriol, ˈvɪtriəl
vitriolic, ˌvɪtriˈɑːlɪk ˌvɪ·triˈɑl·ɪk
vitro, ˈviːtroʊ
viva, ˈvaɪvə
vivacious," vɪˈveɪʃəs vəˈveɪ·ʃəs, vɑɪ-"
vivid, ˈvɪvɪd ˈvɪvɪd ˈvɪv·ɪd
vividly, ˈvɪvɪdli ˈvɪvɪdli
vividness, ˈvɪvɪdnəs ˈvɪvɪdnəs
vixen, ˈvɪksən ˈvɪksən
vocabulary, voʊˈkæbjəleri voʊˈkæbjəleri voʊˈkæb·jəˌler·i
vocal, ˈvoʊkəl ˈvoʊkəl ˈvoʊ·kəl ˈvoʊ·kəl
vocalist, ˈvoʊkəlɪst ˈvoʊ·kə·lɪst
vocalize, ˈvoʊkəlaɪz ˈvoʊ·kəˌlɑɪz
vocally, ˈvoʊkəli ˈvoʊkəli
vocation, voʊˈkeɪʃən voʊˈkeɪ·ʃən
vocational, voʊˈkeɪʃənəl voʊˈkeɪ·ʃə·nəl
vociferous, vəˈsɪfɚəs voʊˈsɪf·ər·əs
vodka, ˈvɑːdkə ˈvɑd·kə
vogue, voʊɡ voʊɡ
voice, vɔɪs vɔɪs vɔɪs vɔɪs vɔɪs vɔɪs vɔɪs
voiced, vɔɪst
voiceless, ˈvɔɪsləs ˈvɔɪsləs
voicemail, ˈvɔɪsmeɪl
void, vɔɪd vɔɪd vɔɪd
volatile, ˈvɑːlət̬əl ˈvɑːlət̬əl ˈvɑːlət̬əl ˈvɑl·ə·t̬əl ˈvɑl·ə·t̬əl ˈvɑːlətəl
volatility, ˌvɑːləˈtɪlət̬i ˌvɑːləˈtɪlət̬i ˌvɑːləˈtɪlət̬i
volcanic, vɑːlˈkænɪk vɑːlˈkænɪk
volcano," vɑːlˈkeɪnoʊ vɑlˈkeɪ·noʊ, vɔl-"
volition," vəˈlɪʃən vəˈlɪʃ·ən, voʊ-"
volley, ˈvɑːli ˈvɑːli ˈvɑːli ˈvɑl·i ˈvɑl·i ˈvɑl·i
volleyball, ˈvɑːlibɑːl ˈvɑːlibɑːl ˈvɑl·iˌbɔl
volt, voʊlt voʊlt
voltage, ˈvoʊlt̬ɪdʒ
voluble, ˈvɑːljəbəl ˈvɑːljəbəl
volume," ˈvɑːljuːm ˈvɑːljuːm ˈvɑːljuːm ˈvɑːljuːm ˈvɑːljuːm ˈvɑl·jəm, -jum ˈvɑl·jəm, -jum ˈvɑl·jəm, -jum ˈvɑl·jəm, -jum"
voluminous, vəˈluːmənəs vəˈluːmənəs
voluntarily, ˈvɑːlənterəli
voluntary, ˈvɑːlənteri ˈvɑːlənteri ˈvɑl·ənˌter·i
volunteer, ˌvɑːlənˈtɪr ˌvɑl·ənˈtɪr
volunteerism, ˌvɑːlənˈtɪrɪzəm
voluptuous, vəˈlʌptʃuəs vəˈlʌptʃuəs vəˈlʌp·tʃu·əs
vomit, ˈvɑːmɪt ˈvɑm·ɪt
vomiting, ˈvɑːmɪt̬ɪŋ
voodoo, ˈvuːduː ˈvuːduː ˈvud·u
voracious," vəˈreɪʃəs vəˈreɪ·ʃəs, vɔ-"
vortex, ˈvɔːrteks ˈvɔːrteks ˈvɔr·teks
vote, voʊt voʊt
voter, ˈvoʊt̬ɚ ˈvoʊ·t̬ər
voting, ˈvoʊt̬ɪŋ
vouch, vaʊtʃ
voucher, ˈvaʊtʃɚ ˈvaʊtʃɚ ˈvɑʊ·tʃər
vow, vaʊ vɑʊ
vowel, vaʊəl vaʊəl ˈvɑʊ·əl ˈvɑʊ·əl
voyage, ˈvɔɪɪdʒ ˈvɔɪ·ɪdʒ
voyager, ˈvɔɪɪdʒɚ
voyeur, vɔɪːˈjɝː
voyeurism, ˈvɔɪːjɝːɪzəm
voyeuristic, ˌvɔɪːjəˈrɪstɪk
vroom, vruːm
vulgar, ˈvʌlɡɚ ˈvʌlɡɚ ˈvʌl·ɡər ˈvʌl·ɡər
vulgarity, vʌlˈɡerət̬i vʌlˈɡerət̬i
vulnerability, ˌvʌlnɚəˈbɪlət̬i
vulnerable, ˈvʌlnɚəbəl ˈvʌl·nər·ə·bəl
vulture, ˈvʌltʃɚ ˈvʌltʃɚ ˈvʌl·tʃər ˈvʌl·tʃər
vulva, ˈvʌlvə
vying, ˈvaɪɪŋ ˈvɑɪ·ɪŋ
wack, wæk wæk
wacko, ˈwækoʊ ˈwæk·oʊ
wacky, ˈwæki ˈwæk·i
wad, wɑːd wɑd
waddle, ˈwɑːdəl ˈwɑd·əl
waddy, ˈwɑːdi
wade, weɪd weɪd weɪd
wader, ˈweɪdɚ
wafer, ˈweɪfɚ ˈweɪfɚ ˈweɪfɚ ˈweɪ·fər
waffle, ˈwɑːfəl ˈwɑːfəl ˈwɑf·əl
waft," wɑːft wɑft, wæft"
wag, wæɡ wæɡ wæɡ
wage, weɪdʒ weɪdʒ
wager, ˈweɪdʒɚ ˈweɪ·dʒər
wages, ˈweɪ·dʒəz
wagon, ˈwæɡən ˈwæɡən ˈwæɡən ˈwæɡ·ən
wahoo, wɑːˈhuː wɑːˈhuː
waif, weɪf weɪf
wail, weɪl weɪl weɪl
wain, weɪn
waist, weɪst weɪst weɪst
waistline, ˈweɪstlaɪn ˈweɪst·lɑɪn ˈweɪst·lɑɪn
wait, weɪt weɪt weɪt weɪt
waiter, ˈweɪt̬ɚ ˈweɪ·t̬ər
waitress, ˈweɪtrəs
waive, weɪv weɪv
waiver, ˈweɪvɚ ˈweɪ·vər ˈweɪ·vər
wake, weɪk weɪk
waken, ˈweɪkən
waking, ˈweɪkɪŋ
walk, wɑːk wɑːk wɑːk wɑːk wɑːk wɑːk wɑːk wɑːk wɔk wɔk wɔk
walker, ˈwɑːkɚ ˈwɑːkɚ ˈwɑːkɚ ˈwɔ·kər
walking, ˈwɑːkɪŋ ˈwɑːkɪŋ
walkout, ˈwɑːkaʊt ˈwɔkˌɑʊt
walkway, ˈwɑːkweɪ
wall, wɑːl wɑːl wɑːl wɑːl wɑːl wɑːl wɔl wɔl
wallaby, ˈwɑːləbi
wallboard," ˈwɑːlbɔːrd ˈwɔlˌbɔrd, -ˌboʊrd"
walled, wɑːld
wallet," ˈwɑːlɪt ˈwɑːlɪt ˈwɑːlɪt ˈwɑl·ɪt, ˈwɔ·lɪt"
walleye, ˈwɑːlaɪ
wallflower, ˈwɑːlˌflaʊɚ ˈwɑːlˌflaʊɚ
wallop, ˈwɑːləp ˈwɑːləp ˈwɑl·əp
walloping, ˈwɑːləpɪŋ
wallow, ˈwɑːloʊ ˈwɑl·oʊ ˈwɑl·oʊ
wallpaper, ˈwɑːlˌpeɪpɚ ˈwɑːlˌpeɪpɚ ˈwɔlˌpeɪ·pər
wally, ˈwɑːli
walnut," ˈwɑːlnʌt ˈwɑːlnʌt ˈwɑːlnʌt ˈwɔl·nət, -ˌnʌt"
walrus, ˈwɑːlrəs ˈwɔl·rəs
waltz," wɑːls wɔlts, wɔls"
wan, wɑːn wɑn
wand, wɑːnd wɑːnd wɑːnd wɑːnd wɑːnd wɑnd
